predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,significant_05,significant_01,p_value_bonferroni,significant_corrected
group[T.Risk of Depression],-0.2503104084009147,0.12415872915665846,-2.0160516308529797,0.043794577145044075,-0.4936570459142284,-0.006963770887600973,True,False,0.1751783085801763,False
group[T.Risk of Depression]:inclusion_exclusion[T.inclusion],0.385890700966325,0.1783070855452236,2.1641916236046184,0.03044964589188156,0.03641523510938427,0.7353661668232657,True,False,0.12179858356752624,False
