predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,significant_05,significant_01,p_value_bonferroni,significant_corrected
group[T.Risk of Depression]:time_on_task,-0.011919628729297901,0.0037347045769552836,-3.1915854343197805,0.0014149425839272674,-0.019239515193027155,-0.0045997422655686465,True,True,0.004244827751781802,True
