predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,significant_05,significant_01,p_value_bonferroni,significant_corrected
group[T.Risk of Depression],-0.7936626822468149,0.3030343341032353,-2.619052011368574,0.008817450250821838,-1.387599063168234,-0.19972630132539582,True,True,0.026452350752465513,True
group[T.Risk of Depression]:inclusion_exclusion[T.inclusion],0.6742948190209762,0.14653319886128566,4.601652214385161,4.1915267149213395e-06,0.3870950267134107,0.9614946113285417,True,True,1.2574580144764018e-05,True
