predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,significant_05,significant_01,p_value_bonferroni,significant_corrected
time_on_task,-0.004227898339079659,0.0016601837996856063,-2.546644738901987,0.010876409676334705,-0.007481798794180307,-0.0009739978839790114,True,False,0.02175281935266941,True
