predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,0.5163338595369802,0.09075294269994344,5.689444817719415,1.2745306755310822e-08,0.3384613603540638,0.6942063587198966,,
onoff,-0.0017313776196239321,0.0004640242888895095,-3.7312219663488277,0.00019055323520788392,-0.00264084851379918,-0.0008219067254486839,0.0013338726464551876,True
valence,-0.0015618029751667687,0.0006573525771091048,-2.375898459294466,0.01750627956907407,-0.0028501903514452026,-0.0002734155988883345,0.06127197849175924,False
selfother,-0.0004162823937494093,0.0003991544331851639,-1.042910610882029,0.29698969478151194,-0.0011986107070618298,0.0003660459195630113,0.31817883158283433,False
time,-0.0006843089375630915,0.0006437353987214283,-1.0630282860353018,0.28776912401635,-0.0019460071346306227,0.0005773892595044395,0.31817883158283433,False
present,-0.0011049063331656477,0.0009058690835412408,-1.2197196628527456,0.22257116504590024,-0.002880377111614785,0.0006705644452834896,0.31817883158283433,False
confidence,-0.0006566269303118789,0.000657806158035249,-0.9982073324961076,0.31817883158283433,-0.00194590330886963,0.0006326494482458723,0.31817883158283433,False
time_on_task,0.000603693267190015,0.0005285679770146561,1.1421298554628023,0.25340004719018705,-0.0004322809311399061,0.001639667465519936,0.31817883158283433,False
subject Var,0.12465437977607033,0.03720648296502288,3.3503403128227838,0.0008071233198846221,0.05173101317322244,0.19757774637891823,,
