marker,predictor,estimate,std_error,t_value,p_value,p_fdr,significant_fdr
Omission Rate,On/Off Task,-0.0008647623400040058,0.00010694406686367505,-8.086117962077742,6.159653073314803e-16,4.3117571513203624e-15,True
Omission Rate,Valence,-0.00010183561409904424,0.00015311426943640736,-0.6650955164001838,0.5059894022098792,0.5059894022098792,False
Omission Rate,Self/Other,8.387239183087445e-05,9.535019017674265e-05,0.8796247986019454,0.37906260018958027,0.442239700221177,False
Omission Rate,Time (probe dim.),0.00024649713997656515,0.0001414425359976682,1.7427369937755417,0.0813795665278976,0.18988565523176107,False
Omission Rate,Present,0.0005524288287672833,0.00020454985762398148,2.700705027049192,0.006919267502211814,0.024217436257741348,True
Omission Rate,Confidence,-0.00014902555439263648,0.00014531206652066087,-1.0255552615890136,0.30510126458640396,0.4271417704209655,False
Omission Rate,Time on Task,0.00013433746533388416,0.0001145550140708271,1.1726895275908742,0.24092033253257195,0.4216105819320009,False
Commission Rate,On/Off Task,-0.0017313776196239321,0.0004640242888895095,-3.7312219663488277,0.00019055323520788392,0.0013338726464551876,True
Commission Rate,Valence,-0.0015618029751667687,0.0006573525771091048,-2.375898459294466,0.01750627956907407,0.06127197849175924,False
Commission Rate,Self/Other,-0.0004162823937494093,0.0003991544331851639,-1.042910610882029,0.29698969478151194,0.31817883158283433,False
Commission Rate,Time (probe dim.),-0.0006843089375630915,0.0006437353987214283,-1.0630282860353018,0.28776912401635,0.31817883158283433,False
Commission Rate,Present,-0.0011049063331656477,0.0009058690835412408,-1.2197196628527456,0.22257116504590024,0.31817883158283433,False
Commission Rate,Confidence,-0.0006566269303118789,0.000657806158035249,-0.9982073324961076,0.31817883158283433,0.31817883158283433,False
Commission Rate,Time on Task,0.000603693267190015,0.0005285679770146561,1.1421298554628023,0.25340004719018705,0.31817883158283433,False
Total Errors,On/Off Task,-0.002652202624325073,0.00048739507744925876,-5.441586809216772,5.280804829348873e-08,3.696563380544211e-07,True
Total Errors,Valence,-0.0015616543635707004,0.0006922636003567037,-2.2558666420797286,0.024078984190093643,0.08427644466532776,False
Total Errors,Self/Other,-0.0005107632442200674,0.0004195762293887192,-1.2173312224198176,0.22347821953892255,0.31286950735449154,False
Total Errors,Time (probe dim.),-0.0005690586125642761,0.0006648607500886406,-0.8559064623508126,0.3920495201451063,0.45739110683595735,False
Total Errors,Present,-0.0006832189087683519,0.0009528177999136915,-0.7170509501714173,0.4733426593933967,0.4733426593933967,False
Total Errors,Confidence,-0.0009985023267060258,0.0006835955434692905,-1.460662428602977,0.14410810466240154,0.31286950735449154,False
Total Errors,Time on Task,0.0007288911356658224,0.0005449905779137626,1.33743804976599,0.18107969128215162,0.31286950735449154,False
RTCV (RT Variability),On/Off Task,-0.0005305457230058598,0.00014362938041924351,-3.6938523403584713,0.00022088209538847272,0.0007730873338596545,True
RTCV (RT Variability),Valence,-0.00010258114073957163,0.00020848071936520156,-0.4920413794230888,0.6226900914755236,0.8446720312167629,False
RTCV (RT Variability),Self/Other,4.5711692814445485e-05,0.00012945386662197635,0.35311183827309006,0.7240045981857968,0.8446720312167629,False
RTCV (RT Variability),Time (probe dim.),-3.550053343620101e-05,0.00019906124163167455,-0.1783397568768715,0.8584561577654004,0.8584561577654004,False
RTCV (RT Variability),Present,-0.00024592958111759164,0.0002850120706483562,-0.862874265493885,0.3882066012482217,0.8446720312167629,False
RTCV (RT Variability),Confidence,-0.00014023401314288737,0.00020129395534482076,-0.6966628128632256,0.4860138363479384,0.8446720312167629,False
RTCV (RT Variability),Time on Task,0.0006530838966764619,0.00016112807715518908,4.053197358319183,5.052234589462918e-05,0.00035365642126240424,True
