cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,positive,1,FC5,2.302432889710039,0.18056388722255548
1,positive,2,"P6,PO8",4.8926832890939185,0.0653869226154769
2,positive,1,T7,2.4735146202596447,0.13697260547890422
3,positive,1,T8,3.205057708578933,0.08038392321535692
4,negative,1,AF3,-2.5156851732449352,0.14697060587882424
5,negative,1,CP1,-2.3874066481611727,0.18156368726254749
6,negative,1,F6,-3.5765921478497806,0.08898220355928814
