predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,0.6530778048935926,0.09631960977823514,6.780320294042193,1.1990974508970752e-11,0.4642948387232997,0.8418607710638855,,
onoff,-0.002618538856584857,0.0004863099167493252,-5.384506394786551,7.264372148123022e-08,-0.0035716887787382062,-0.0016653889344315077,5.811497718498418e-07,True
valence,-0.0023846124252734488,0.0008516361311765412,-2.800036703444099,0.005109679642042666,-0.004053788570312499,-0.0007154362802343989,0.020438718568170665,True
selfother,-0.00041962339721198394,0.0004224291608273872,-0.9933580257340479,0.32053550917251106,-0.001247569338453141,0.0004083225440291732,0.38597582171965683,False
time,-0.0006380449606394876,0.0006655575079316789,-0.9586624041283964,0.3377288440046997,-0.0019425137058258096,0.0006664237845468344,0.38597582171965683,False
present,-0.0004453907872527219,0.0009614941955260606,-0.46322774419770263,0.6432011315168547,-0.0023298847818281135,0.0014391032073226696,0.6432011315168547,False
confidence,-0.0012154212621556736,0.000694823830027429,-1.7492509750388001,0.08024764619188807,-0.0025772509446096146,0.00014640842029826732,0.19175115215558552,False
time_on_task,0.0008551499954300764,0.0005497848109572794,1.5554267385835896,0.11984447009724096,-0.00022240843329335335,0.0019327084241535061,0.19175115215558552,False
valence_sq,0.001845877757319535,0.0011193755533831435,1.6490245402810955,0.09914260730796047,-0.000348058012486019,0.004039813527125089,0.19175115215558552,False
subject Var,0.1588810576006712,0.04576227248656868,3.471878667024307,0.0005168298692871874,0.06918865167628836,0.24857346352505405,,
