marker,predictor,estimate,std_error,t_value,p_value,p_fdr,significant_fdr
Omission Rate,On/Off Task,-0.0008601308604272721,0.00010706409599432337,-8.033793704967882,9.450404472195453e-16,7.560323577756363e-15,True
Omission Rate,Valence,-0.0001952748033413997,0.00018625644678362094,-1.048419030393378,0.2944455894491024,0.3785083189981332,False
Omission Rate,Self/Other,9.235353843754409e-05,9.583124846576489e-05,0.9637100623867675,0.33519130807547626,0.3785083189981332,False
Omission Rate,Time (probe dim.),0.0002402491326287973,0.000141626943492467,1.6963518854841058,0.08981925984927377,0.23951802626473007,False
Omission Rate,Present,0.0005807221874254464,0.00020703784323074662,2.8049084088372345,0.005033087954794081,0.020132351819176324,True
Omission Rate,Confidence,-0.00017003067875498583,0.0001472596894393578,-1.1546315179824227,0.248241354156018,0.3785083189981332,False
Omission Rate,Time on Task,0.00015126165604183837,0.00011616291618244568,1.3021509877064945,0.19286477605199648,0.3785083189981332,False
Omission Rate,Valence² (curvature),0.0002187883130420707,0.00024844011417328595,0.8806480940894543,0.3785083189981332,0.3785083189981332,False
Commission Rate,On/Off Task,-0.0017066758601814564,0.00046340169053421933,-3.6829297239161214,0.00023056873832924966,0.0018445499066339973,True
Commission Rate,Valence,-0.002270520068065505,0.0008199119286920047,-2.7692243381403627,0.005618993067528961,0.022475972270115843,True
Commission Rate,Self/Other,-0.0003384299742447555,0.000402363431251856,-0.8411051998234853,0.40028900233917775,0.40028900233917775,False
Commission Rate,Time (probe dim.),-0.0007462725490267428,0.0006446853298865943,-1.1575764399013369,0.2470369284418743,0.3293825712558324,False
Commission Rate,Present,-0.0008928111117466909,0.000916389604151984,-0.9742702314621822,0.3299223812662869,0.37705415001861364,False
Commission Rate,Confidence,-0.0008459107033253052,0.0006697421939004441,-1.2630392873993666,0.20657506097358003,0.3293825712558324,False
Commission Rate,Time on Task,0.0007060394470294634,0.0005328689193579305,1.3249777222514518,0.18517854036424808,0.3293825712558324,False
Commission Rate,Valence² (curvature),0.0015498980261074286,0.0010750515102186937,1.4416965246550266,0.14938800447919454,0.3293825712558324,False
Total Errors,On/Off Task,-0.002618538856584857,0.0004863099167493252,-5.384506394786551,7.264372148123022e-08,5.811497718498418e-07,True
Total Errors,Valence,-0.0023846124252734488,0.0008516361311765412,-2.800036703444099,0.005109679642042666,0.020438718568170665,True
Total Errors,Self/Other,-0.00041962339721198394,0.0004224291608273872,-0.9933580257340479,0.32053550917251106,0.38597582171965683,False
Total Errors,Time (probe dim.),-0.0006380449606394876,0.0006655575079316789,-0.9586624041283964,0.3377288440046997,0.38597582171965683,False
Total Errors,Present,-0.0004453907872527219,0.0009614941955260606,-0.46322774419770263,0.6432011315168547,0.6432011315168547,False
Total Errors,Confidence,-0.0012154212621556736,0.000694823830027429,-1.7492509750388001,0.08024764619188807,0.19175115215558552,False
Total Errors,Time on Task,0.0008551499954300764,0.0005497848109572794,1.5554267385835896,0.11984447009724096,0.19175115215558552,False
Total Errors,Valence² (curvature),0.001845877757319535,0.0011193755533831435,1.6490245402810955,0.09914260730796047,0.19175115215558552,False
RTCV (RT Variability),On/Off Task,-0.0005229673353780059,0.00014375127154994522,-3.6380014572344503,0.00027476187099262524,0.001099047483970501,True
RTCV (RT Variability),Valence,-0.00029836549498167585,0.00026026650807470724,-1.1463845163513418,0.25163608647225033,0.5032721729445007,False
RTCV (RT Variability),Self/Other,6.240292085598188e-05,0.0001301101485540793,0.479616091054147,0.6315004024160157,0.7217147456183036,False
RTCV (RT Variability),Time (probe dim.),-5.200950235751492e-05,0.00019942541856626594,-0.2607967566593472,0.7942492457298853,0.7942492457298853,False
RTCV (RT Variability),Present,-0.00018985842298120125,0.00028824597962867035,-0.6586680696320005,0.5101089413766928,0.6801452551689238,False
RTCV (RT Variability),Confidence,-0.0001828246780248064,0.00020408254076296914,-0.8958369360814035,0.37033985966610083,0.5925437754657613,False
RTCV (RT Variability),Time on Task,0.0006854963447302455,0.00016316142512296644,4.20133830170717,2.6534173426996783e-05,0.00021227338741597427,True
RTCV (RT Variability),Valence² (curvature),0.00043365274946101796,0.00034541003406386153,1.2554723566045611,0.20930733700813164,0.5032721729445007,False
