predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,0.07526049428721358,0.02313804589705014,3.252672875750865,0.0011432502869745,0.029910757656360545,0.12061023091806662,,
onoff,-0.0008601308604272721,0.00010706409599432337,-8.033793704967882,9.450404472195453e-16,-0.001069972632613485,-0.0006502890882410593,7.560323577756363e-15,True
valence,-0.0001952748033413997,0.00018625644678362094,-1.048419030393378,0.2944455894491024,-0.000560330730925698,0.00016978112424289855,0.3785083189981332,False
selfother,9.235353843754409e-05,9.583124846576489e-05,0.9637100623867675,0.33519130807547626,-9.54722571488644e-05,0.00028017933402395257,0.3785083189981332,False
time,0.0002402491326287973,0.000141626943492467,1.6963518854841058,0.08981925984927377,-3.7334575856927415e-05,0.000517832841114522,0.23951802626473007,False
present,0.0005807221874254464,0.00020703784323074662,2.8049084088372345,0.005033087954794081,0.00017493547125633314,0.0009865089035945595,0.020132351819176324,True
confidence,-0.00017003067875498583,0.0001472596894393578,-1.1546315179824227,0.248241354156018,-0.00045865436643068047,0.00011859300892070877,0.3785083189981332,False
time_on_task,0.00015126165604183837,0.00011616291618244568,1.3021509877064945,0.19286477605199648,-7.641347601490019e-05,0.0003789367880985769,0.3785083189981332,False
valence_sq,0.0002187883130420707,0.00024844011417328595,0.8806480940894543,0.3785083189981332,-0.00026814536305258877,0.0007057219891367302,0.3785083189981332,False
subject Var,0.5390344882942967,0.12546546303953518,4.2962778380249755,1.7368986764200986e-05,0.29312669943316644,0.7849422771554269,,
