predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,0.5417594942953613,0.09211074925310649,5.8816098955691665,4.062950415001305e-09,0.3612257431702729,0.7222932454204497,,
onoff,-0.0017066758601814564,0.00046340169053421933,-3.6829297239161214,0.00023056873832924966,-0.002614926484003502,-0.0007984252363594108,0.0018445499066339973,True
valence,-0.002270520068065505,0.0008199119286920047,-2.7692243381403627,0.005618993067528961,-0.003877517918796607,-0.0006635222173344028,0.022475972270115843,True
selfother,-0.0003384299742447555,0.000402363431251856,-0.8411051998234853,0.40028900233917775,-0.0011270478081943512,0.0004501878597048402,0.40028900233917775,False
time,-0.0007462725490267428,0.0006446853298865943,-1.1575764399013369,0.2470369284418743,-0.0020098325769657916,0.0005172874789123058,0.3293825712558324,False
present,-0.0008928111117466909,0.000916389604151984,-0.9742702314621822,0.3299223812662869,-0.002688901731691496,0.0009032795081981144,0.37705415001861364,False
confidence,-0.0008459107033253052,0.0006697421939004441,-1.2630392873993666,0.20657506097358003,-0.002158581282297017,0.0004667598756464067,0.3293825712558324,False
time_on_task,0.0007060394470294634,0.0005328689193579305,1.3249777222514518,0.18517854036424808,-0.00033836444339285885,0.0017504433374517857,0.3293825712558324,False
valence_sq,0.0015498980261074286,0.0010750515102186937,1.4416965246550266,0.14938800447919454,-0.000557164215446605,0.0036569602676614623,0.3293825712558324,False
subject Var,0.12320532389089835,0.03646745093810727,3.378501121452196,0.000728821351983426,0.05173043344422669,0.19468021433757,,
