predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,0.271075638287766,0.029457520929268597,9.20225564597423,3.505132428483439e-20,0.21333995819256468,0.3288113183829673,,
onoff,-0.0005229673353780059,0.00014375127154994522,-3.6380014572344503,0.00027476187099262524,-0.0008047146503477358,-0.00024122002040827598,0.001099047483970501,True
valence,-0.00029836549498167585,0.00026026650807470724,-1.1463845163513418,0.25163608647225033,-0.0008084784771901052,0.0002117474872267535,0.5032721729445007,False
selfother,6.240292085598188e-05,0.0001301101485540793,0.479616091054147,0.6315004024160157,-0.00019260828433316973,0.0003174141260451335,0.7217147456183036,False
time,-5.200950235751492e-05,0.00019942541856626594,-0.2607967566593472,0.7942492457298853,-0.0004428761403492216,0.0003388571356341918,0.7942492457298853,False
present,-0.00018985842298120125,0.00028824597962867035,-0.6586680696320005,0.5101089413766928,-0.0007548101617418613,0.00037509331577945874,0.6801452551689238,False
confidence,-0.0001828246780248064,0.00020408254076296914,-0.8958369360814035,0.37033985966610083,-0.0005828191077936534,0.0002171697517440406,0.5925437754657613,False
time_on_task,0.0006854963447302455,0.00016316142512296644,4.20133830170717,2.6534173426996783e-05,0.0003657058278230025,0.0010052868616374886,0.00021227338741597427,True
valence_sq,0.00043365274946101796,0.00034541003406386153,1.2554723566045611,0.20930733700813164,-0.00024333847720290388,0.0011106439761249397,0.5032721729445007,False
subject Var,0.16527563151112853,0.04182174940992835,3.9519062172921116,7.753112653646964e-05,0.08330650889720972,0.24724475412504734,,
