Group,Inclusion_Exclusion,N,Mean,SD,SE
Controls,baseline,858,84.08974358974359,16.244488868658053,0.5545777059523236
Controls,exclusion,435,82.23448275862069,16.837806015790576,0.8073110062101412
Controls,inclusion,402,83.82835820895522,15.692426872163505,0.7826671155584698
Risk of Depression,baseline,360,76.00277777777778,23.743463972195542,1.251390428238112
Risk of Depression,exclusion,165,78.67878787878787,20.482290946674947,1.5945441875995567
Risk of Depression,inclusion,180,67.64444444444445,26.528917967313504,1.9773487981476179
