feature_name,mean_importance,std_importance,rank
wsmi_theta_mean_central_left_trimmean,0.01467464558763133,,1
wsmi_theta_mean_posterior_right_trimmean,0.011573152559459125,,2
PE_alpha_mean_frontal_mid_trimmean,0.00982698510196903,,3
psd_relative_gamma_mean_central_right_trimmean,0.009397290839201126,,4
slowwaves_Density_mean_frontal_right_trimmean,0.009158688812368483,,5
N1_mean_occipitoparietal_lateral_trimmean,0.008942600269140332,,6
slowwaves_Density_mean_posterior_right_trimmean,0.008877898128781649,,7
wsmi_gamma_mean_central_mid_trimmean,0.008825734656873701,,8
PE_alpha_mean_posterior_right_trimmean,0.008247839986422133,,9
wsmi_theta_mean_posterior_mid_trimmean,0.00801900443913346,,10
PE_alpha_mean_frontal_right_trimmean,0.008007453658611116,,11
wsmi_gamma_mean_frontal_left_trimmean,0.007910986599651372,,12
slowwaves_PTP_mean_posterior_left_trimmean,0.0077772438669954464,,13
PE_alpha_mean_frontal_left_trimmean,0.007702403632552493,,14
slowwaves_Slope_mean_posterior_left_trimmean,0.007698504665026957,,15
slowwaves_Density_mean_posterior_mid_trimmean,0.007649673394161791,,16
P1_mean_occipitoparietal_lateral_trimmean,0.007638393761181591,,17
PE_gamma_mean_central_mid_trimmean,0.00755265402678785,,18
psd_relative_delta_mean_posterior_right_trimmean,0.007414106436357191,,19
slowwaves_Duration_mean_frontal_right_trimmean,0.007341498351213545,,20
wsmi_theta_mean_central_mid_trimmean,0.007329696718168307,,21
slowwaves_Slope_mean_frontal_right_trimmean,0.007281161008728285,,22
slowwaves_Density_mean_frontal_mid_trimmean,0.007085530736179024,,23
wsmi_theta_mean_frontal_left_trimmean,0.007085504463070863,,24
wsmi_alpha_mean_frontal_right_trimmean,0.007057379490552784,,25
PE_beta_mean_central_right_trimmean,0.0069192191214876315,,26
psd_relative_beta_mean_posterior_right_trimmean,0.0069040633483775935,,27
psd_relative_delta_mean_central_left_trimmean,0.006892784013298831,,28
slowwaves_Frequency_mean_posterior_left_trimmean,0.006852384472395753,,29
PE_beta_mean_central_left_trimmean,0.006763852822813861,,30
slowwaves_PTP_mean_central_left_trimmean,0.006656704223429169,,31
slowwaves_Density_mean_frontal_left_trimmean,0.006579666826186877,,32
slowwaves_PTP_mean_posterior_mid_trimmean,0.0065051273858390685,,33
wsmi_alpha_mean_central_right_trimmean,0.0064973187469344095,,34
slowwaves_Duration_mean_posterior_left_trimmean,0.006470653504308497,,35
wsmi_theta_mean_central_right_trimmean,0.006461729794421274,,36
psd_relative_gamma_mean_posterior_right_trimmean,0.00643687202465458,,37
wsmi_beta_mean_frontal_mid_trimmean,0.00641878926688901,,38
kolmogorov_complexity_mean_frontal_mid_trimmean,0.006401656264951079,,39
