subject,true_mean,true_median,perm_mean,perm_median,empirical_p,significant,stars
3,0.40789473684210525,0.40977443609022557,0.5041052631578948,0.5018796992481203,0.832,0,
4,0.5588122605363984,0.5600255427841635,0.5017011494252873,0.5012771392081737,0.24,0,
5,0.3898,0.39055555555555554,0.5021955555555555,0.5044444444444445,0.922,0,
6,0.47615384615384604,0.4725274725274725,0.49841483516483515,0.5013736263736264,0.618,0,
7,0.47197802197802197,0.4725274725274725,0.5037582417582418,0.4945054945054945,0.594,0,
8,0.4645414201183432,0.4652366863905325,0.5006863905325444,0.4970414201183432,0.69,0,
10,0.6814935064935065,0.6834415584415584,0.5001623376623376,0.5016233766233766,0.018,1,*
12,0.46888095238095245,0.469047619047619,0.4923,0.4928571428571428,0.614,0,
14,0.7886868686868687,0.7979797979797979,0.5133838383838384,0.5151515151515151,0.012,1,*
18,0.49872,0.5032,0.5072639999999999,0.5071999999999999,0.554,0,
19,0.4457575757575757,0.4393939393939394,0.4959393939393939,0.49242424242424243,0.624,0,
20,0.6080681818181818,0.6136363636363636,0.49656818181818174,0.4886363636363636,0.222,0,
21,0.6152450980392158,0.6200980392156863,0.5091176470588236,0.5098039215686274,0.16,0,
22,0.2454629629629629,0.2476851851851851,0.49435648148148154,0.4930555555555556,0.994,0,
23,0.7438888888888888,0.75,0.5203333333333332,0.5277777777777778,0.118,0,
24,0.4932666666666667,0.49833333333333335,0.5035466666666666,0.5,0.55,0,
25,0.5401346801346801,0.5437710437710438,0.5005016835016834,0.5033670033670034,0.32,0,
26,0.47893181818181824,0.4738636363636364,0.49860909090909095,0.5022727272727272,0.608,0,
27,0.491438127090301,0.4941471571906354,0.4960434782608696,0.4991638795986622,0.522,0,
28,0.5417003567181926,0.539833531510107,0.4980760998810939,0.4934601664684899,0.276,0,
29,0.5222866344605475,0.5249597423510467,0.5028276972624798,0.5048309178743962,0.41,0,
30,0.28565909090909086,0.2840909090909091,0.4940227272727272,0.4931818181818181,0.99,0,
31,0.2902916666666666,0.28541666666666665,0.5045333333333333,0.50625,0.97,0,
32,0.5424375743162901,0.5410225921521997,0.5039904875148633,0.5017835909631392,0.298,0,
34,0.4328365384615384,0.4318910256410256,0.5021538461538462,0.5016025641025641,0.774,0,
35,0.55,0.554820415879017,0.4959810964083176,0.49621928166351603,0.27,0,
37,0.6822515527950311,0.6832298136645962,0.5110900621118012,0.5062111801242236,0.014,1,*
38,0.6470454545454545,0.6439393939393939,0.49530303030303025,0.5,0.102,0,
40,0.5195029239766081,0.5175438596491229,0.509766081871345,0.5116959064327485,0.46,0,
41,0.67083850931677,0.6677018633540373,0.5026242236024845,0.5046583850931676,0.018,1,*
42,0.398816425120773,0.4009661835748792,0.5002705314009661,0.5036231884057971,0.846,0,
43,0.5744032921810698,0.5751028806584362,0.4993991769547324,0.49897119341563784,0.178,0,
