subject,true_mean,true_median,perm_mean,perm_median,empirical_p,significant,stars
3,0.46396469043017324,0.4655094688154645,0.48188945165222596,0.471434024461359,0.538,0,
4,0.5638352475268185,0.5638711722680687,0.514979820450727,0.5080662831917651,0.238,0,
5,0.4441759359659136,0.44200799178655065,0.5367991250732381,0.5359743631893271,0.924,0,
6,0.5035615622733113,0.5036338837341829,0.5153671758643777,0.5094896427343882,0.536,0,
7,0.4332595840016782,0.4287032829326062,0.44107674881754927,0.42998771278846465,0.484,0,
8,0.47515731650727405,0.47393213410973245,0.5363849002127733,0.5307032455676566,0.822,0,
10,0.7143869797154693,0.7125892572230716,0.5892140183099468,0.5856923082711998,0.044,1,*
12,0.5095138681517408,0.5077842444450704,0.548079630584999,0.5415104250707946,0.688,0,
14,0.7338554409373295,0.7338716108452951,0.3721867220024673,0.35169795359408884,0.002,1,**
18,0.5211436433259841,0.517669630699086,0.5415165513281263,0.5357423217879524,0.584,0,
19,0.37234885770547543,0.35460115864527625,0.44697772219610454,0.42677898082309845,0.666,0,
20,0.7086762482053081,0.7039809455250632,0.6361185855135263,0.6295132233529362,0.242,0,
21,0.5715909122425712,0.5758395742496619,0.48156930481845833,0.47291529558263834,0.164,0,
22,0.467737668330408,0.46549283877673875,0.6022819439544196,0.5994377050773656,0.982,0,
23,0.92852664002664,0.9309956247456248,0.8413872576497576,0.845821423946424,0.122,0,
24,0.5376131070340403,0.5433713777695925,0.4850874270942121,0.47728366569369646,0.234,0,
25,0.6367640079563328,0.6384303393256897,0.5848532178914797,0.5800846307496679,0.218,0,
26,0.5199314659218038,0.5127676268723707,0.5611498343715682,0.5561692981297868,0.69,0,
27,0.5238353479978826,0.5210238571822772,0.5041902375582452,0.49467839787026646,0.332,0,
28,0.5361286551146458,0.5372587550182981,0.5292243636093967,0.5235637425989085,0.432,0,
29,0.6082659167062779,0.6034103372598772,0.5747852178566234,0.5687098291946611,0.308,0,
30,0.4374852468363646,0.4368559018045185,0.5591612659668526,0.5548587300844076,0.972,0,
31,0.29298600432350835,0.29178876415994526,0.4378184010511455,0.4271243216961897,0.976,0,
32,0.5658160446156475,0.5697972573072558,0.5359139868744192,0.5268432164371569,0.338,0,
34,0.504454968180461,0.5020584271351842,0.5547804990279827,0.5508687525289384,0.742,0,
35,0.5738047112611961,0.5747371899050924,0.535588352470801,0.5288258149970035,0.284,0,
37,0.6557953341504063,0.6565133376685528,0.590361829602245,0.5864754763861432,0.144,0,
38,0.6894781159102306,0.7009657138527108,0.5397856892807386,0.534730172208375,0.066,0,
40,0.5421963525327472,0.5408159325813697,0.541497491501266,0.5375253563881183,0.476,0,
41,0.6230189309677341,0.6255998194115229,0.4934647126226986,0.48378922743864367,0.05,0,
42,0.5371687933301026,0.5369946770128069,0.5985392582208371,0.596943710287598,0.784,0,
43,0.7070614805338292,0.7062276246295657,0.6314164985655512,0.6314176158887255,0.144,0,
