cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,negative,7,"AF3,AF7,AFz,F1,F3,Fp1,Fz",-20.863623956333548,0.016396720655868825
1,negative,2,"F8,FC6",-5.936669166929865,0.0639872025594881
2,negative,1,FC5,-2.5868187610594657,0.13017396520695862
3,negative,3,"Oz,PO4,POz",-7.601950728798757,0.05638872225554889
4,negative,3,"P8,T8,TP8",-8.156612536252917,0.05058988202359528
