Group,Inclusion_Exclusion,N,Mean_Raw,SD_Raw,SE_Raw,Mean_Normalized,SD_Normalized,SE_Normalized
Controls,exclusion,30.0,7.703333333333333,1.8907184063085711,0.3451963736751408,-0.3099999999999999,1.15947372128256,0.21168997066030532
Controls,inclusion,27.0,7.922222222222222,1.904313591930241,0.3664853216407959,0.19999999999999998,1.337333742362593,0.2573699987164709
Risk of Depression,exclusion,11.0,5.1454545454545455,3.3239625859397504,1.0022124286128744,0.0,1.0178408519999578,0.30689056385268376
Risk of Depression,inclusion,12.0,5.291666666666667,2.656538531566401,0.7668766181562374,0.12499999999999985,2.6139920706564026,0.7545945128265107
