cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,negative,18,"AF4,AF7,AF8,AFz,F1,F2,F3,F4,F5,F6,F7,F8,FC3,FC4,FC5,Fp1,Fp2,Fz",-55.906915823062974,0.0003999200159968006
1,negative,1,P4,-2.27731511188495,0.20435912817436513
2,negative,1,TP8,-2.625163999829086,0.1221755648870226
