subject,auc,label_std,label_mean
03,0.7261904761904762,18.359696662484964,46.03846153846154
05,0.43892339544513453,34.13299445964624,30.09090909090909
06,0.43447293447293445,33.81431409101141,30.528301886792452
08,0.5759637188208617,27.33731310082595,23.523809523809526
10,0.608173076923077,14.910826691140917,49.642857142857146
12,0.640625,34.416173754108925,39.388888888888886
14,0.7012987012987013,13.905993911499698,71.28
15,0.5178571428571428,17.464373135166603,74.36363636363636
17,0.6785714285714286,12.136043415526736,76.95454545454545
18,0.4555555555555556,24.11619048014951,17.42105263157895
19,0.44642857142857145,10.093845366643691,57.2
21,0.7947368421052632,18.6682089202874,81.15384615384616
22,0.6052631578947368,12.293880420693839,79.51428571428572
23,0.6527777777777778,14.367468041761372,76.3
24,0.6256410256410256,15.744445564629011,66.96428571428571
25,0.5694444444444444,27.65465859207038,61.666666666666664
26,0.5657894736842106,15.574057291027337,87.48571428571428
27,0.375,21.481401370457885,64.96875
28,0.6177685950413223,21.97455524519442,66.6590909090909
29,0.385989010989011,30.24226082194652,36.833333333333336
30,0.8083735909822866,26.959046794752084,52.84
31,0.5161904761904761,20.135339184080586,30.347826086956523
32,0.7649572649572649,36.499925442793206,42.79245283018868
33,0.653061224489796,22.8208342571098,19.095238095238095
34,0.6604278074866311,30.470334680580038,33.92307692307692
35,0.6766666666666666,35.08220837601041,47.05714285714286
36,0.7916666666666666,21.770745691532213,75.18181818181819
37,0.63671875,24.081765957107528,50.5625
38,0.49318181818181817,29.40652822825273,29.5
39,0.6111111111111112,20.002902088297663,75.23333333333333
40,0.5152941176470588,24.590785598534215,64.30952380952381
41,0.5675057208237987,21.110034713883593,56.69047619047619
42,0.6885714285714286,24.18809336569615,43.113207547169814
43,0.4086956521739131,21.32308042627163,78.91666666666667
