metric,type,value
auc,true,0.6269710144927536
auc,true,0.6593502415458937
auc,true,0.6027173913043478
auc,true,0.6395700483091789
auc,true,0.6707729468599035
auc,true,0.6536980676328504
auc,true,0.6499468599033815
auc,true,0.6205144927536231
auc,true,0.637352657004831
auc,true,0.645229468599034
auc,true,0.6474637681159421
auc,true,0.6513091787439614
auc,true,0.6227536231884058
auc,true,0.6451642512077295
auc,true,0.6294444444444445
auc,true,0.6589951690821256
auc,true,0.6460507246376812
auc,true,0.6737681159420291
auc,true,0.642487922705314
auc,true,0.6060628019323672
auc,true,0.6648695652173914
auc,true,0.6443429951690821
auc,true,0.6333115942028986
auc,true,0.6515338164251209
auc,true,0.6115942028985506
auc,true,0.6358212560386475
auc,true,0.6357149758454106
auc,true,0.6019347826086957
auc,true,0.6243719806763286
auc,true,0.6303357487922705
auc,true,0.6503864734299517
auc,true,0.6383743961352656
auc,true,0.645292270531401
auc,true,0.6590338164251207
auc,true,0.6270072463768116
auc,true,0.6373792270531401
auc,true,0.6217512077294686
auc,true,0.6655434782608697
auc,true,0.6281666666666668
auc,true,0.6320314009661836
auc,true,0.6091062801932368
auc,true,0.6355869565217391
auc,true,0.6382415458937197
auc,true,0.6501183574879227
auc,true,0.6524033816425121
auc,true,0.6445000000000001
auc,true,0.6470869565217392
auc,true,0.6295217391304346
auc,true,0.666548309178744
auc,true,0.6699444444444445
auc,true,0.642084541062802
auc,true,0.657743961352657
auc,true,0.6517874396135266
auc,true,0.6591183574879228
auc,true,0.6315942028985507
auc,true,0.6089710144927536
auc,true,0.6477898550724638
auc,true,0.6324879227053141
auc,true,0.6466183574879227
auc,true,0.6398840579710146
auc,true,0.6378961352657004
auc,true,0.6214492753623188
auc,true,0.638891304347826
auc,true,0.6379009661835748
auc,true,0.650915458937198
auc,true,0.6600386473429953
auc,true,0.6431159420289854
auc,true,0.6298574879227054
auc,true,0.6799516908212561
auc,true,0.6512584541062801
auc,true,0.615072463768116
auc,true,0.6204806763285026
auc,true,0.6240289855072464
auc,true,0.6486400966183574
auc,true,0.6372101449275361
auc,true,0.6359227053140096
auc,true,0.6373719806763285
auc,true,0.651635265700483
auc,true,0.6284782608695652
auc,true,0.6356111111111111
auc,true,0.6340483091787439
auc,true,0.5978454106280192
auc,true,0.6063309178743962
auc,true,0.6339975845410628
auc,true,0.6365458937198069
auc,true,0.6276111111111111
auc,true,0.6382487922705314
auc,true,0.6452101449275363
auc,true,0.6412173913043479
auc,true,0.654963768115942
auc,true,0.6388623188405795
auc,true,0.6658864734299518
auc,true,0.6590458937198067
auc,true,0.6740217391304347
auc,true,0.6367028985507247
auc,true,0.6565797101449276
auc,true,0.6343647342995169
auc,true,0.6337125603864735
auc,true,0.6250628019323671
auc,true,0.6447246376811594
auc,permuted,0.4784814814814815
auc,permuted,0.4420393518518519
auc,permuted,0.498537037037037
