subject,auc,minority_ratio,n_trials
02,0.9333333333333332,0.3181818181818182,22
04,0.4,0.46153846153846156,13
05,0.3783333333333333,0.43902439024390244,41
06,0.7666666666666668,0.4166666666666667,36
08,0.5416666666666666,0.4722222222222222,36
11,0.5,0.2,25
12,0.55,0.47368421052631576,19
24,0.5,0.41935483870967744,31
25,0.4425,0.475,40
26,0.5599999999999999,0.4888888888888889,45
27,0.5444444444444445,0.4444444444444444,27
28,0.3,0.38461538461538464,13
29,0.7666666666666667,0.45714285714285713,35
30,0.5111111111111111,0.36666666666666664,30
32,0.4583333333333333,0.3548387096774194,31
34,0.6536666666666666,0.48,50
35,0.5266666666666666,0.3783783783783784,37
36,0.7,0.4,15
37,0.4833333333333333,0.42424242424242425,33
38,0.6,0.3333333333333333,15
40,0.6475,0.4772727272727273,44
43,0.611111111111111,0.46153846153846156,26
