cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,positive,1,C2,2.4650782178177497,0.20975804839032194
1,positive,6,"C3,CP1,CP3,CPz,P1,Pz",17.12678100757502,0.009798040391921616
2,negative,5,"AF7,F5,F7,FC5,Fp1",-12.648909806942823,0.01919616076784643
3,negative,1,AF8,-3.6024440310472174,0.10657868426314737
