subject,auc,minority_ratio,n_trials
03,0.5833333333333334,0.45714285714285713,35
04,0.6643333333333332,0.45098039215686275,51
05,0.46333333333333326,0.49122807017543857,57
06,0.2899999999999999,0.5,56
07,0.7666666666666666,0.375,32
08,0.6963333333333332,0.44,50
10,0.65,0.44680851063829785,47
12,0.38888888888888895,0.45161290322580644,31
14,0.5,0.42857142857142855,14
17,0.4833333333333333,0.32,25
18,0.6,0.4909090909090909,55
19,0.7,0.47368421052631576,19
20,0.5,0.4,15
21,0.5,0.4,25
22,0.4074999999999999,0.5,44
24,0.7666666666666667,0.48,25
25,0.5875,0.46511627906976744,43
26,0.635,0.4878048780487805,41
27,0.7633333333333334,0.43478260869565216,46
28,0.5359999999999999,0.49019607843137253,51
29,0.44800000000000006,0.5,50
30,0.4955555555555556,0.38095238095238093,42
31,0.8066666666666666,0.36363636363636365,33
32,0.4833333333333334,0.5,58
33,0.4333333333333333,0.4722222222222222,36
34,0.44749999999999995,0.4523809523809524,42
35,0.39999999999999997,0.5,36
36,0.65,0.5,20
37,0.625,0.3103448275862069,29
38,0.6555555555555557,0.48148148148148145,27
39,0.3138888888888889,0.3793103448275862,29
40,0.3416666666666667,0.5,38
41,0.4541666666666667,0.46153846153846156,39
42,0.7566666666666666,0.425,40
43,0.618,0.48936170212765956,47
