subject,run_idx,mean_auc,mean_auprc,mean_mcc,mean_balanced_accuracy,mean_precision,mean_recall,mean_f1,n_samples,n_positive,n_negative
03,93.0,0.5833333333333334,0.7244047619047619,0.14287784483436655,0.5666666666666667,0.6476190476190475,0.5666666666666667,0.5740259740259741,35.0,19.0,16.0
04,93.0,0.6643333333333332,0.7763246753246753,0.19987629416821853,0.5966666666666667,0.6339682539682541,0.7133333333333335,0.6653613053613053,51.0,28.0,23.0
05,93.0,0.46333333333333326,0.5977181337181336,-0.06830425764597226,0.47000000000000003,0.4666666666666666,0.5199999999999999,0.4821067821067821,57.0,29.0,28.0
06,93.0,0.2899999999999999,0.4590334295334296,-0.32607115558468064,0.3466666666666667,0.3746031746031746,0.42000000000000004,0.39089355089355093,56.0,28.0,28.0
07,93.0,0.7666666666666666,0.8233333333333335,0.4345791293107114,0.7083333333333333,0.6666666666666667,0.6666666666666666,0.6399999999999999,32.0,12.0,20.0
08,93.0,0.6963333333333332,0.8011693121693121,0.13164965809277257,0.5733333333333333,0.6433333333333333,0.6866666666666666,0.6482717282717283,50.0,28.0,22.0
10,93.0,0.65,0.7436507936507937,0.07195110809950919,0.5383333333333333,0.6238095238095238,0.6066666666666667,0.5745421245421245,47.0,26.0,21.0
12,93.0,0.38888888888888895,0.6469047619047619,-0.26213203435596427,0.3833333333333333,0.45,0.4666666666666666,0.4438095238095238,31.0,17.0,14.0
14,93.0,0.5,0.6833333333333333,-0.3,0.35,0.1,0.2,0.13333333333333333,14.0,6.0,8.0
17,93.0,0.4833333333333333,0.5383333333333333,0.0816496580927726,0.5833333333333334,0.2,0.4,0.26666666666666666,25.0,8.0,17.0
18,93.0,0.6,0.6866176046176047,0.2584700655416562,0.6233333333333333,0.605,0.72,0.6485780885780886,55.0,27.0,28.0
19,93.0,0.7,0.7833333333333332,0.31547005383792515,0.65,0.6333333333333333,0.6,0.5933333333333334,19.0,10.0,9.0
20,93.0,0.5,0.7499999999999999,0.0,0.5,0.6,1.0,0.74,15.0,9.0,6.0
21,93.0,0.5,0.5866666666666667,0.20749149571305298,0.6,0.4333333333333333,0.4,0.39333333333333337,25.0,10.0,15.0
22,93.0,0.4074999999999999,0.5697182539682539,-0.11710465541086554,0.45499999999999996,0.38,0.38,0.3666666666666667,44.0,22.0,22.0
24,93.0,0.7666666666666667,0.8011111111111111,0.4599319657044238,0.7,0.5833333333333333,0.7,0.5980952380952381,25.0,12.0,13.0
25,93.0,0.5875,0.7142936507936508,0.12968749185608827,0.5650000000000001,0.5900000000000001,0.58,0.5638095238095238,43.0,23.0,20.0
26,93.0,0.635,0.7326507936507936,0.10723267255127766,0.54,0.5342857142857144,0.6799999999999999,0.5876767676767677,41.0,21.0,20.0
27,93.0,0.7633333333333334,0.8420793650793652,0.3965788865367009,0.6966666666666667,0.7633333333333333,0.6933333333333332,0.7187878787878789,46.0,26.0,20.0
28,93.0,0.5359999999999999,0.6322539682539683,0.2760121600911483,0.6399999999999999,0.6714285714285714,0.68,0.6666666666666666,51.0,25.0,26.0
29,93.0,0.44800000000000006,0.5523809523809524,-0.12164965809277262,0.44000000000000006,0.43,0.4,0.4113131313131314,50.0,25.0,25.0
30,93.0,0.4955555555555556,0.4988492063492064,0.10610289191702163,0.5516666666666666,0.39,0.41666666666666663,0.39428571428571424,42.0,16.0,26.0
31,93.0,0.8066666666666666,0.7796825396825396,0.5235163228131221,0.7516666666666667,0.6333333333333333,0.6333333333333333,0.5866666666666667,33.0,12.0,21.0
32,93.0,0.4833333333333334,0.6146308321308321,-0.07239251862401225,0.46333333333333326,0.4666666666666667,0.44666666666666666,0.4516594516594516,58.0,29.0,29.0
33,93.0,0.4333333333333333,0.584047619047619,0.021438922417183277,0.5083333333333332,0.48666666666666664,0.45,0.45999999999999996,36.0,17.0,19.0
34,93.0,0.44749999999999995,0.6523015873015872,-0.12296704775495275,0.43500000000000005,0.48428571428571426,0.57,0.5177777777777778,42.0,23.0,19.0
35,93.0,0.39999999999999997,0.5909126984126983,-0.15240423350255589,0.4333333333333333,0.4666666666666666,0.4833333333333334,0.4628571428571428,36.0,18.0,18.0
36,93.0,0.65,0.7499999999999998,0.3464101615137755,0.65,0.7333333333333333,0.6,0.6266666666666667,20.0,10.0,10.0
37,93.0,0.625,0.8366666666666667,0.0632455532033676,0.525,0.7133333333333334,0.75,0.7253968253968254,29.0,20.0,9.0
38,93.0,0.6555555555555557,0.7288888888888889,0.35580782047249226,0.6666666666666666,0.7,0.6333333333333333,0.6399999999999999,27.0,13.0,14.0
39,93.0,0.3138888888888889,0.6222222222222222,-0.17475468957064283,0.4083333333333333,0.5333333333333333,0.6166666666666667,0.5571428571428572,29.0,18.0,11.0
40,93.0,0.3416666666666667,0.4816269841269841,-0.20323052986627105,0.39999999999999997,0.3833333333333333,0.31666666666666665,0.34047619047619043,38.0,19.0,19.0
41,93.0,0.4541666666666667,0.6069761904761904,0.02043402301907708,0.4966666666666666,0.6,0.5599999999999999,0.5159307359307359,39.0,21.0,18.0
42,93.0,0.7566666666666666,0.8408095238095239,0.3756569141764805,0.6683333333333333,0.7361904761904763,0.72,0.7102164502164502,40.0,23.0,17.0
43,93.0,0.618,0.7159920634920635,-0.0031108687494339426,0.495,0.4976190476190476,0.55,0.5068686868686869,47.0,24.0,23.0
