cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,negative,1,AF7,-2.3152846101687827,0.1819636072785443
1,negative,1,AFz,-2.74661041086247,0.10497900419916016
2,negative,1,O1,-2.241707003807842,0.20395920815836832
3,negative,1,P8,-2.994473984562037,0.09198160367926415
4,negative,1,T8,-2.636526132754994,0.11417716456708658
