subject,auc,minority_ratio,n_trials
02,0.6363636363636364,0.47619047619047616,21
03,0.7999999999999999,0.47619047619047616,21
04,0.4839476813317479,0.5,58
05,0.44480519480519476,0.3888888888888889,36
06,0.5426086956521738,0.4791666666666667,48
08,0.47360248447204967,0.45098039215686275,51
10,0.5,0.36363636363636365,11
12,0.5964912280701755,0.32142857142857145,28
19,0.09523809523809526,0.3,10
21,0.5666666666666667,0.34782608695652173,23
22,0.4484848484848485,0.4230769230769231,26
24,0.6811594202898551,0.39473684210526316,38
25,0.7944444444444445,0.38461538461538464,39
26,0.5277777777777777,0.4090909090909091,44
28,0.28571428571428575,0.4166666666666667,12
29,0.28042328042328035,0.46153846153846156,39
30,0.6558441558441558,0.44,25
31,0.5416666666666666,0.4,10
32,0.6071428571428572,0.22580645161290322,31
34,0.5909090909090909,0.4583333333333333,48
35,0.6809116809116809,0.49056603773584906,53
36,0.5603864734299517,0.28125,32
37,0.296875,0.2,20
38,0.32499999999999996,0.23076923076923078,26
40,0.5934664246823956,0.3958333333333333,48
42,0.5384615384615385,0.35,20
43,0.5931372549019608,0.4146341463414634,41
