feature_name,mean_abs_shap_value
N1_mean_occipitoparietal_lateral_trimmean,0.0009733117921703618
P1_mean_occipitoparietal_lateral_trimmean,0.0015906355267630314
P3a_mean_frontocentral_midline_trimmean,0.003598217748406775
P3b_mean_centroparietal_midline_trimmean,0.0009401672733934058
PE_alpha_mean_central_left_trimmean,0.0012493966990291957
PE_alpha_mean_central_mid_trimmean,0.0013958439191103932
PE_alpha_mean_central_right_trimmean,0.001078369790354771
PE_alpha_mean_frontal_left_trimmean,0.001849166415573929
PE_alpha_mean_frontal_mid_trimmean,0.0015767757677969563
PE_alpha_mean_frontal_right_trimmean,0.0018824500293731271
PE_alpha_mean_posterior_left_trimmean,0.0009198531275434339
PE_alpha_mean_posterior_mid_trimmean,0.0016651109461377918
PE_alpha_mean_posterior_right_trimmean,0.001810955198331679
PE_beta_mean_central_left_trimmean,0.0008945395533030303
PE_beta_mean_central_mid_trimmean,0.0015597078135536323
PE_beta_mean_central_right_trimmean,0.0036245054873835117
PE_beta_mean_frontal_left_trimmean,0.0013729650371082092
PE_beta_mean_frontal_mid_trimmean,0.0013382914127324603
PE_beta_mean_frontal_right_trimmean,0.0015540027474262314
PE_beta_mean_posterior_left_trimmean,0.0008624002000073708
PE_beta_mean_posterior_mid_trimmean,0.0017703599957631963
PE_beta_mean_posterior_right_trimmean,0.002478971536980962
PE_gamma_mean_central_left_trimmean,0.0010359185825342455
PE_gamma_mean_central_mid_trimmean,0.002434435947698302
PE_gamma_mean_central_right_trimmean,0.002681074166623425
PE_gamma_mean_frontal_left_trimmean,0.001018784697128161
PE_gamma_mean_frontal_mid_trimmean,0.0012819818645683787
PE_gamma_mean_frontal_right_trimmean,0.0013504611348692675
PE_gamma_mean_posterior_left_trimmean,0.0008478896450841975
PE_gamma_mean_posterior_mid_trimmean,0.0013038543859538202
PE_gamma_mean_posterior_right_trimmean,0.0031449501052828403
PE_theta_mean_central_left_trimmean,0.0011468930750208547
PE_theta_mean_central_mid_trimmean,0.0025975831882317593
PE_theta_mean_central_right_trimmean,0.0031990756496196237
PE_theta_mean_frontal_left_trimmean,0.0008198033176209144
PE_theta_mean_frontal_mid_trimmean,0.0028045247820623624
PE_theta_mean_frontal_right_trimmean,0.004306034021585822
PE_theta_mean_posterior_left_trimmean,0.0016546895353608542
PE_theta_mean_posterior_mid_trimmean,0.0009561678314521452
PE_theta_mean_posterior_right_trimmean,0.0012319415447818447
kolmogorov_complexity_mean_central_left_trimmean,0.0013022721586790375
kolmogorov_complexity_mean_central_mid_trimmean,0.0012628441872200734
kolmogorov_complexity_mean_central_right_trimmean,0.0009900596411034045
kolmogorov_complexity_mean_frontal_left_trimmean,0.009111797082284044
kolmogorov_complexity_mean_frontal_mid_trimmean,0.00478624449591192
kolmogorov_complexity_mean_frontal_right_trimmean,0.005372192941280805
kolmogorov_complexity_mean_posterior_left_trimmean,0.0015340063290803097
kolmogorov_complexity_mean_posterior_mid_trimmean,0.004443685446074116
kolmogorov_complexity_mean_posterior_right_trimmean,0.004591378976343918
psd_relative_alpha_mean_central_left_trimmean,0.002321413622110964
psd_relative_alpha_mean_central_mid_trimmean,0.0054006352261095035
psd_relative_alpha_mean_central_right_trimmean,0.001821805860043214
psd_relative_alpha_mean_frontal_left_trimmean,0.001730090775399982
