feature_name,selected_row_frac,included
psd_relative_alpha_mean_posterior_mid_trimmean,0.7186400937866354,False
PE_beta_mean_frontal_left_trimmean,0.7174677608440797,False
PE_gamma_mean_frontal_mid_trimmean,0.716295427901524,False
P1_mean_occipitoparietal_lateral_trimmean,0.7151230949589683,False
slowwaves_Density_mean_frontal_left_trimmean,0.712778429073857,True
slowwaves_Duration_mean_central_right_trimmean,0.7116060961313013,False
wsmi_theta_mean_frontal_left_trimmean,0.7104337631887456,False
slowwaves_Slope_mean_frontal_left_trimmean,0.7104337631887456,False
psd_relative_delta_mean_posterior_left_trimmean,0.7080890973036342,False
kolmogorov_complexity_mean_central_left_trimmean,0.7080890973036342,False
PE_beta_mean_frontal_right_trimmean,0.7069167643610785,False
wsmi_beta_mean_frontal_left_trimmean,0.7069167643610785,False
wsmi_alpha_mean_posterior_right_trimmean,0.7069167643610785,False
kolmogorov_complexity_mean_frontal_left_trimmean,0.7057444314185228,False
psd_relative_alpha_mean_central_right_trimmean,0.7057444314185228,False
psd_relative_theta_mean_central_left_trimmean,0.7045720984759671,False
slowwaves_Slope_mean_frontal_right_trimmean,0.7010550996483002,False
psd_relative_beta_mean_central_right_trimmean,0.7010550996483002,False
PE_gamma_mean_central_right_trimmean,0.6998827667057445,False
PE_theta_mean_central_mid_trimmean,0.6998827667057445,False
P3b_mean_centroparietal_midline_trimmean,0.6987104337631888,False
PE_theta_mean_frontal_left_trimmean,0.6975381008206331,False
psd_relative_alpha_mean_central_mid_trimmean,0.6975381008206331,False
wsmi_gamma_mean_posterior_left_trimmean,0.6975381008206331,False
psd_relative_delta_mean_frontal_left_trimmean,0.6963657678780774,False
wsmi_gamma_mean_frontal_left_trimmean,0.6951934349355217,False
psd_relative_alpha_mean_posterior_right_trimmean,0.694021101992966,False
psd_relative_gamma_mean_central_mid_trimmean,0.6928487690504103,False
slowwaves_Density_mean_central_mid_trimmean,0.6916764361078547,False
slowwaves_PTP_mean_frontal_mid_trimmean,0.690504103165299,False
slowwaves_Frequency_mean_central_mid_trimmean,0.6893317702227433,False
PE_gamma_mean_frontal_left_trimmean,0.6869871043376319,False
slowwaves_Slope_mean_posterior_right_trimmean,0.6858147713950762,False
PE_beta_mean_central_left_trimmean,0.6858147713950762,False
slowwaves_Duration_mean_frontal_right_trimmean,0.6846424384525205,False
PE_alpha_mean_central_mid_trimmean,0.6834701055099648,False
kolmogorov_complexity_mean_frontal_right_trimmean,0.6811254396248535,False
wsmi_theta_mean_central_right_trimmean,0.6799531066822978,False
slowwaves_Frequency_mean_central_right_trimmean,0.6787807737397421,False
psd_relative_beta_mean_frontal_right_trimmean,0.6787807737397421,False
slowwaves_Slope_mean_posterior_left_trimmean,0.6787807737397421,False
psd_relative_theta_mean_frontal_left_trimmean,0.6694021101992966,False
wsmi_alpha_mean_central_mid_trimmean,0.6694021101992966,False
slowwaves_Duration_mean_central_mid_trimmean,0.6670574443141852,False
PE_gamma_mean_frontal_right_trimmean,0.6658851113716295,False
slowwaves_PTP_mean_posterior_left_trimmean,0.6658851113716295,True
psd_relative_alpha_mean_frontal_left_trimmean,0.6658851113716295,False
psd_relative_theta_mean_frontal_right_trimmean,0.6647127784290738,False
slowwaves_Slope_mean_central_mid_trimmean,0.6635404454865181,False
slowwaves_Density_mean_posterior_right_trimmean,0.6600234466588512,False
slowwaves_Frequency_mean_posterior_left_trimmean,0.6600234466588512,False
PE_theta_mean_central_right_trimmean,0.6600234466588512,False
P3a_mean_frontocentral_midline_trimmean,0.6588511137162955,False
slowwaves_Density_mean_central_right_trimmean,0.6588511137162955,False
PE_beta_mean_central_mid_trimmean,0.6553341148886284,False
slowwaves_Duration_mean_central_left_trimmean,0.6541617819460727,False
psd_relative_beta_mean_central_left_trimmean,0.6483001172332943,False
PE_alpha_mean_frontal_right_trimmean,0.6436107854630715,False
slowwaves_Density_mean_frontal_mid_trimmean,0.6424384525205158,False
PE_beta_mean_posterior_left_trimmean,0.6412661195779601,False
PE_theta_mean_posterior_right_trimmean,0.6400937866354045,False
PE_beta_mean_frontal_mid_trimmean,0.6377491207502931,False
slowwaves_Density_mean_posterior_mid_trimmean,0.6377491207502931,False
slowwaves_Frequency_mean_frontal_left_trimmean,0.6354044548651817,False
kolmogorov_complexity_mean_posterior_right_trimmean,0.6295427901524033,False
psd_relative_beta_mean_posterior_right_trimmean,0.6283704572098476,False
psd_relative_gamma_mean_posterior_right_trimmean,0.6271981242672919,False
wsmi_theta_mean_posterior_left_trimmean,0.6260257913247362,False
PE_theta_mean_posterior_mid_trimmean,0.6213364595545134,False
slowwaves_Duration_mean_posterior_right_trimmean,0.6189917936694022,False
slowwaves_Frequency_mean_posterior_right_trimmean,0.6189917936694022,False
slowwaves_Duration_mean_posterior_left_trimmean,0.611957796014068,False
slowwaves_Density_mean_posterior_left_trimmean,0.6072684642438453,False
slowwaves_Duration_mean_frontal_left_trimmean,0.6002344665885111,False
slowwaves_Slope_mean_posterior_mid_trimmean,0.593200468933177,False
slowwaves_Slope_mean_frontal_mid_trimmean,0.5873388042203986,False
slowwaves_Frequency_mean_posterior_mid_trimmean,0.5838218053927315,False
wsmi_beta_mean_posterior_left_trimmean,0.5310668229777257,False
slowwaves_Duration_mean_posterior_mid_trimmean,0.5228604923798359,False
slowwaves_PTP_mean_posterior_mid_trimmean,0.5123094958968347,False
