feature,true_rank,true_mean,true_std,perm_mean_same_feature,perm_std_same_feature,perm_mean_same_rank,perm_std_same_rank
psd_relative_beta_mean_frontal_mid_trimmean,1,0.00330238565673123,0.0006321033004326147,0.001779994855408023,0.00044255023825469765,0.0035024128919702207,0.00037628301564824387
kolmogorov_complexity_mean_frontal_mid_trimmean,2,0.003019261593473439,0.0006607382141610114,0.0019175924253270558,0.0005199098970985472,0.003193525275094006,0.0002500972980109809
wsmi_theta_mean_frontal_mid_trimmean,3,0.0029621840046896285,0.0006032779288506086,0.001966587807691385,0.0005193132894166646,0.003037009405487381,0.0001979129783451834
psd_relative_delta_mean_frontal_mid_trimmean,4,0.002861289224642608,0.0005278891164223347,0.0017108894338168277,0.0004778714921536237,0.002934829907785715,0.00016929227117886694
psd_relative_gamma_mean_central_right_trimmean,5,0.002783540630714257,0.0005132217877101473,0.0017673693254506816,0.00046655573683906715,0.0028541261757411636,0.0001528758341306723
psd_relative_gamma_mean_central_mid_trimmean,6,0.0027801855098609,0.0005184406491913313,0.0016759410146559954,0.00042768667949530864,0.0027813512827862433,0.00013188648545697055
kolmogorov_complexity_mean_posterior_mid_trimmean,7,0.0027674521984873525,0.0005796303907395206,0.0019380997720902127,0.0005042692653103465,0.002723064864290828,0.0001229334133169982
PE_theta_mean_central_left_trimmean,8,0.002749415784296682,0.00044673056931994774,0.0016927667647083445,0.00041872770380287593,0.002674864612707864,0.00011090901077575926
psd_relative_alpha_mean_frontal_mid_trimmean,9,0.00274864106571361,0.0005277151492545421,0.0016645812783140617,0.00045768347184733005,0.0026323025624008034,0.00010340324967918721
slowwaves_Density_mean_frontal_left_trimmean,10,0.0027096819730046524,0.0005308602309163406,0.0015802932656659061,0.000420703832702369,0.0025962671558427824,9.788273557621934e-05
kolmogorov_complexity_mean_central_right_trimmean,11,0.002638494551721517,0.0005012416982413166,0.0019042567844983445,0.0004892540802626137,0.002561903179100279,9.333754857653132e-05
wsmi_gamma_mean_central_right_trimmean,12,0.0025897166949793195,0.0005079932605502079,0.001913869288617762,0.0005044165374488255,0.0025322918286643744,8.989240257059275e-05
wsmi_beta_mean_central_left_trimmean,13,0.0025873179126414177,0.0004444727414082364,0.0018795558767765687,0.0005070135478189446,0.0025022178071156535,8.465582076646562e-05
slowwaves_Density_mean_central_left_trimmean,14,0.0025584008736723534,0.0005180651194518493,0.0013956352675573872,0.0004021213489060776,0.002473173559617677,7.957349547432074e-05
wsmi_theta_mean_frontal_left_trimmean,15,0.002538897546897038,0.0005074351622252047,0.0019164977224233298,0.0004968349298187346,0.002446687241712711,7.697415643057559e-05
PE_alpha_mean_central_mid_trimmean,16,0.0025164353053655562,0.00046941257137196715,0.0018597463441592983,0.0004991831196494026,0.00242193177155659,7.468029866764164e-05
N1_mean_occipitoparietal_lateral_trimmean,17,0.0024955455872629775,0.0004977826037827897,0.0020529819838957923,0.0005653101642209041,0.002398479367842448,7.123822031048077e-05
kolmogorov_complexity_mean_central_left_trimmean,18,0.0024825853765786097,0.00047303273196958766,0.0018958960151923168,0.0005058420989115212,0.0023772430753753225,6.737442320894968e-05
psd_relative_delta_mean_posterior_left_trimmean,19,0.002471386784421262,0.0004625773288544307,0.001634415768218281,0.0004258473809978916,0.002356080098454066,6.525491639148838e-05
P3a_mean_frontocentral_midline_trimmean,20,0.0024290231452719913,0.00044221507572146115,0.0020475059860202934,0.0005394554039507282,0.0023357928778594867,6.408823641548424e-05
