subject,auc,minority_ratio,n_trials
02,0.9,0.47619047619047616,21
03,0.8,0.47619047619047616,21
04,0.828888888888889,0.5,58
05,0.76,0.3888888888888889,36
06,0.42000000000000004,0.4791666666666667,48
08,0.516,0.45098039215686275,51
12,0.675,0.32142857142857145,28
21,0.13333333333333333,0.34782608695652173,23
22,0.5888888888888889,0.4230769230769231,26
24,0.93,0.39473684210526316,38
25,0.8966666666666667,0.38461538461538464,39
26,0.7133333333333333,0.4090909090909091,44
28,0.6,0.4166666666666667,12
29,0.5766666666666668,0.46153846153846156,39
30,0.5666666666666667,0.44,25
32,0.75,0.22580645161290322,31
34,0.491,0.4583333333333333,48
35,0.8373333333333333,0.49056603773584906,53
36,0.625,0.28125,32
38,0.4,0.23076923076923078,26
40,0.7444444444444445,0.3958333333333333,48
42,0.5333333333333333,0.35,20
43,0.485,0.4146341463414634,41
