subject,run_idx,mean_auc,mean_auprc,mean_mcc,mean_balanced_accuracy,mean_precision,mean_recall,mean_f1,n_samples,n_positive,n_negative
02,88.0,0.9,0.9166666666666666,0.6379445409770841,0.8,0.8333333333333334,0.8,0.7933333333333333,21.0,10.0,11.0
03,88.0,0.8,0.8666666666666666,0.3333333333333333,0.6666666666666666,0.4666666666666666,0.6,0.52,21.0,10.0,11.0
04,88.0,0.828888888888889,0.8609992784992784,0.3983189492752392,0.6966666666666667,0.7366666666666667,0.5599999999999999,0.6298989898989898,58.0,29.0,29.0
05,88.0,0.76,0.8722380952380953,0.3225383227417119,0.6483333333333332,0.7266666666666666,0.73,0.7176190476190476,36.0,22.0,14.0
06,88.0,0.42000000000000004,0.5929444444444445,-0.058228544629473536,0.4600000000000001,0.5166666666666667,0.4,0.4002020202020201,48.0,23.0,25.0
08,88.0,0.516,0.5942453102453102,-0.019508558057399056,0.48999999999999994,0.4523809523809524,0.4,0.4014285714285714,51.0,23.0,28.0
12,88.0,0.675,0.6066666666666667,0.20922893393579134,0.625,0.3,0.5,0.3666666666666666,28.0,9.0,19.0
21,88.0,0.13333333333333333,0.5977777777777777,-0.16666666666666666,0.41666666666666663,0.4366666666666667,0.5333333333333333,0.4680952380952381,23.0,15.0,8.0
22,88.0,0.5888888888888889,0.7522222222222222,0.14082482904638632,0.5666666666666667,0.6366666666666666,0.7999999999999999,0.7023809523809523,26.0,15.0,11.0
24,88.0,0.93,0.9333333333333332,0.5834312325815384,0.7516666666666666,0.82,0.7333333333333333,0.7033333333333333,38.0,15.0,23.0
25,88.0,0.8966666666666667,0.9428333333333333,0.6414246682115567,0.8283333333333334,0.9099999999999999,0.79,0.8433333333333334,39.0,24.0,15.0
26,88.0,0.7133333333333333,0.7528174603174603,0.4394007079916461,0.71,0.7,0.6,0.6338095238095237,44.0,18.0,26.0
28,88.0,0.6,0.6333333333333333,0.2,0.6,0.2,0.2,0.2,12.0,5.0,7.0
29,88.0,0.5766666666666668,0.6373333333333333,-0.01830644461609889,0.49000000000000005,0.5466666666666666,0.48,0.5063492063492063,39.0,21.0,18.0
30,88.0,0.5666666666666667,0.6633333333333333,0.092508504286947,0.5499999999999999,0.45,0.6333333333333333,0.49333333333333335,25.0,11.0,14.0
32,88.0,0.75,0.9248333333333333,0.3264911064067352,0.65,0.8361904761904763,1.0,0.9080808080808079,31.0,24.0,7.0
34,88.0,0.491,0.5916349206349206,-0.008316324759439275,0.4966666666666667,0.47000000000000003,0.45999999999999996,0.4587301587301587,48.0,22.0,26.0
35,88.0,0.8373333333333333,0.8965151515151515,0.4506218330282824,0.7066666666666667,0.7821428571428571,0.7333333333333333,0.73003663003663,53.0,27.0,26.0
36,88.0,0.625,0.8586428571428572,0.10970265691460593,0.54,0.7466666666666667,0.8800000000000001,0.8064646464646466,32.0,23.0,9.0
38,88.0,0.4,0.8275,-0.03164965809277261,0.475,0.7866666666666667,0.75,0.7098412698412698,26.0,20.0,6.0
40,88.0,0.7444444444444445,0.71,0.4224404699913708,0.6849999999999999,0.7466666666666667,0.6166666666666667,0.6244444444444445,48.0,19.0,29.0
42,88.0,0.5333333333333333,0.7444444444444442,0.23094010767585033,0.6,0.7499999999999999,0.8,0.7247619047619047,20.0,13.0,7.0
43,88.0,0.485,0.5735714285714285,-0.04721778373658655,0.4883333333333333,0.4371428571428571,0.41666666666666663,0.36,41.0,17.0,24.0
