subject,auc,label_std,label_mean
03,0.49444444444444446,13.27227972470853,50.18181818181818
04,0.8455555555555556,29.80473247526435,61.57142857142857
05,0.4611111111111111,41.337866527429156,45.833333333333336
06,0.29733333333333334,30.374186326032724,52.888888888888886
07,0.5333333333333334,28.620704688076867,20.75
08,0.548,33.07714712821799,42.98076923076923
10,0.6416666666666667,19.403776194654608,46.06
12,0.5349999999999999,28.682300992840556,34.02439024390244
14,0.875,11.954573516315385,73.38709677419355
18,0.776,21.8883996860512,61.6
19,0.15,11.701872650538109,52.94117647058823
20,0.7,9.809292646374775,87.0
21,0.4222222222222222,16.442765339799276,50.310344827586206
22,0.7150000000000001,29.353981224103045,57.95238095238095
24,0.8166666666666668,15.7014156617011,59.22857142857143
25,0.6183333333333333,24.560109519133594,43.734693877551024
26,0.5,14.079581347381666,37.76190476190476
27,0.8629999999999999,32.339846107526604,42.265306122448976
28,0.6844444444444443,28.079655084118706,58.758620689655174
29,0.359,25.995289997244047,65.8
30,0.6849999999999999,28.043354522395447,41.23809523809524
31,0.7583333333333333,19.49193381558043,45.75
32,0.41000000000000003,32.267133070479346,53.91379310344828
34,0.3956666666666667,29.836534240930256,57.16
35,0.662,28.102237433917438,32.32608695652174
37,0.7043333333333333,20.00001960783353,44.13725490196079
38,0.8333333333333334,17.803494793929367,78.34782608695652
40,0.2208333333333333,22.82252983058337,30.486486486486488
41,0.5386666666666666,20.452144046002402,54.90196078431372
42,0.7166666666666667,14.064138793399335,51.0
43,0.43888888888888894,26.43341167018084,62.044444444444444
