subject,auc,minority_ratio,n_trials
03,0.49444444444444446,0.42424242424242425,33
04,0.8455555555555556,0.48214285714285715,56
05,0.4611111111111111,0.5,60
06,0.29733333333333334,0.48148148148148145,54
07,0.5333333333333334,0.35,20
08,0.548,0.5,52
10,0.6416666666666667,0.44,50
12,0.5349999999999999,0.4878048780487805,41
14,0.875,0.2903225806451613,31
18,0.776,0.5,50
19,0.15,0.35294117647058826,17
20,0.7,0.42105263157894735,19
21,0.4222222222222222,0.41379310344827586,29
22,0.7150000000000001,0.42857142857142855,42
24,0.8166666666666668,0.42857142857142855,35
25,0.6183333333333333,0.4489795918367347,49
26,0.5,0.47619047619047616,42
27,0.8629999999999999,0.46938775510204084,49
28,0.6844444444444443,0.5,58
29,0.359,0.46,50
30,0.6849999999999999,0.47619047619047616,42
31,0.7583333333333333,0.375,32
32,0.41000000000000003,0.5,58
34,0.3956666666666667,0.48,50
35,0.662,0.5,46
37,0.7043333333333333,0.45098039215686275,51
38,0.8333333333333334,0.4782608695652174,23
40,0.2208333333333333,0.4864864864864865,37
41,0.5386666666666666,0.45098039215686275,51
42,0.7166666666666667,0.43902439024390244,41
43,0.43888888888888894,0.4,45
