subject,sart,probe_number,n_trials_window,n_go,n_nogo,n_omissions,n_commissions,omission_rate,commission_rate,rt_mean,rt_sd,rt_n,rtcv
2,Sart2,10.0,30,28,2,0,0,0.0,0.0,571.7142857142857,98.08267757464435,28,0.1715589063024764
2,Sart2,11.0,20,19,1,0,0,0.0,0.0,636.1578947368421,99.95124542489856,19,0.15711704004906699
2,Sart2,12.0,30,28,2,0,0,0.0,0.0,629.1785714285714,98.67607071229038,28,0.15683317136539313
2,Sart2,13.0,20,18,2,0,0,0.0,0.0,634.4444444444445,126.29900200910825,18,0.1990702308374736
2,Sart2,14.0,20,19,1,1,0,0.05263157894736842,0.0,579.9444444444445,110.43308978862014,18,0.1904201184208413
2,Sart2,15.0,30,28,2,1,0,0.03571428571428571,0.0,577.074074074074,126.72712232495273,27,0.21960286905678225
2,Sart3,1.0,20,18,2,0,0,0.0,0.0,529.6666666666666,79.30581167043108,18,0.14972777533750362
2,Sart3,2.0,20,18,2,1,0,0.05555555555555555,0.0,479.3529411764706,147.7607615270672,17,0.308250453547692
2,Sart3,3.0,30,27,3,0,0,0.0,0.0,522.5925925925926,107.71624377868537,27,0.20611896399890184
2,Sart3,4.0,20,19,1,0,0,0.0,0.0,568.6842105263158,133.19244749675352,19,0.23421161521872436
2,Sart3,5.0,30,27,3,0,0,0.0,0.0,540.6296296296297,128.59361993629034,27,0.23785899419605663
2,Sart3,6.0,30,28,2,1,0,0.03571428571428571,0.0,547.2962962962963,88.73981623687862,27,0.16214218301385416
2,Sart3,7.0,20,19,1,0,0,0.0,0.0,489.7368421052632,72.41611400269599,19,0.1478674009727269
2,Sart3,8.0,30,28,2,1,0,0.03571428571428571,0.0,564.8518518518518,103.44106597988119,27,0.18312955094464572
2,Sart3,9.0,40,36,4,0,0,0.0,0.0,565.9444444444445,83.32961896483985,36,0.14723992749260012
2,Sart3,10.0,40,36,4,0,0,0.0,0.0,594.8611111111111,107.8843700523264,36,0.18136060340339719
2,Sart3,11.0,40,37,3,2,0,0.05405405405405406,0.0,572.6571428571428,140.08525615351758,35,0.2446232582633895
2,Sart3,12.0,20,19,1,0,0,0.0,0.0,504.2105263157895,56.209507842800264,19,0.11148023476129489
2,Sart3,13.0,40,36,4,1,0,0.027777777777777776,0.0,628.7428571428571,161.5120361308285,35,0.25688090814227926
2,Sart3,14.0,30,28,2,0,0,0.0,0.0,490.4642857142857,108.65865074144986,28,0.221542432153251
2,Sart3,15.0,40,36,4,0,0,0.0,0.0,513.1944444444445,86.07864159989131,36,0.16773104723118198
2,Sart4,1.0,40,36,4,0,0,0.0,0.0,541.1111111111111,77.1965127923638,36,0.14266295998588793
2,Sart4,2.0,20,18,2,0,0,0.0,0.0,537.7777777777778,89.92778511643503,18,0.16722108802642877
2,Sart4,3.0,40,37,3,3,0,0.08108108108108109,0.0,538.0882352941177,99.86304793188515,34,0.18558861053206313
2,Sart4,4.0,40,37,3,0,0,0.0,0.0,521.5135135135135,119.51839040769269,37,0.22917601809103594
2,Sart4,5.0,20,19,1,1,0,0.05263157894736842,0.0,500.72222222222223,90.23811999733591,18,0.18021592809852952
2,Sart4,6.0,30,28,2,0,0,0.0,0.0,535.6428571428571,106.19137660661747,28,0.1982503363772029
2,Sart4,7.0,20,19,1,0,0,0.0,0.0,613.6315789473684,174.32893892687017,19,0.2840938193336078
2,Sart4,8.0,40,37,3,3,1,0.08108108108108109,0.3333333333333333,593.3142857142857,134.5554273346493,35,0.22678609056692312
2,Sart4,9.0,40,36,4,3,0,0.08333333333333333,0.0,577.060606060606,128.81623039089916,33,0.22322825200334365
2,Sart4,10.0,20,18,2,4,0,0.2222222222222222,0.0,554.0,123.85351148712866,14,0.2235622951031203
2,Sart4,11.0,30,28,2,0,0,0.0,0.0,550.7142857142857,142.35762403781936,28,0.2584963341802168
2,Sart4,12.0,30,28,2,2,0,0.07142857142857142,0.0,549.6923076923077,123.82108680859467,26,0.2252552656747454
2,Sart4,13.0,30,28,2,3,0,0.10714285714285714,0.0,536.44,132.45850922710352,25,0.2469213877173654
2,Sart4,14.0,30,28,2,0,1,0.0,0.5,534.551724137931,133.61126615427966,29,0.2499501173057741
2,Sart4,15.0,20,19,1,0,0,0.0,0.0,561.2105263157895,86.28671775434916,19,0.15375106792953522
3,Sart1,1.0,20,18,2,0,0,0.0,0.0,328.1666666666667,77.44010968635888,18,0.23597798787107835
3,Sart1,2.0,20,18,2,0,1,0.0,0.5,354.8421052631579,63.87162746730067,19,0.1800001367366824
3,Sart1,3.0,40,36,4,0,0,0.0,0.0,396.6388888888889,80.71542701819868,36,0.20349852039044417
3,Sart1,4.0,40,36,4,0,0,0.0,0.0,369.8888888888889,75.06674278943954,36,0.20294403277409306
3,Sart1,5.0,30,28,2,0,0,0.0,0.0,374.89285714285717,95.73742612951719,28,0.25537276665966285
3,Sart1,6.0,20,18,2,0,0,0.0,0.0,428.3333333333333,153.70751445521455,18,0.3588502283001118
3,Sart1,7.0,40,37,3,1,1,0.02702702702702703,0.3333333333333333,371.5945945945946,93.82118318596507,37,0.2524826371285699
3,Sart1,8.0,40,36,4,1,0,0.027777777777777776,0.0,412.4,115.92066252398664,35,0.28108793046553504
3,Sart1,9.0,20,18,2,1,0,0.05555555555555555,0.0,359.8235294117647,100.7616217205971,17,0.2800306636014633
3,Sart1,10.0,30,28,2,1,1,0.03571428571428571,0.5,385.92857142857144,141.294263093265,28,0.36611506261441973
3,Sart1,11.0,20,19,1,0,1,0.0,1.0,344.35,109.3171508670264,20,0.3174594188094276
3,Sart1,12.0,40,36,4,0,0,0.0,0.0,425.19444444444446,164.93926491624458,36,0.3879149106281312
3,Sart1,13.0,30,28,2,3,1,0.10714285714285714,0.5,405.61538461538464,138.28523476440336,26,0.34092699638483664
3,Sart1,14.0,30,27,3,3,1,0.1111111111111111,0.3333333333333333,359.8,122.26746637324803,25,0.33982064028140085
3,Sart1,15.0,30,27,3,4,2,0.14814814814814814,0.6666666666666666,398.8,136.43282840528767,25,0.34210839620182465
3,Sart2,1.0,40,37,3,0,0,0.0,0.0,388.35135135135135,79.9319906115388,37,0.20582390233328243
3,Sart2,2.0,30,28,2,2,0,0.07142857142857142,0.0,409.5769230769231,136.11823480398886,26,0.33233863319595364
3,Sart2,3.0,20,19,1,0,0,0.0,0.0,358.8421052631579,114.08050917268653,19,0.3179128299033505
3,Sart3,1.0,20,19,1,0,0,0.0,0.0,341.89473684210526,88.47026791014915,19,0.2587646382839954
3,Sart3,2.0,40,37,3,0,1,0.0,0.3333333333333333,369.0263157894737,75.53860185258613,38,0.20469705985868022
3,Sart3,3.0,40,37,3,1,0,0.02702702702702703,0.0,388.6666666666667,76.95416075263805,36,0.19799526780267077
3,Sart3,4.0,20,18,2,0,0,0.0,0.0,376.27777777777777,158.97495383774267,18,0.4224936024035683
3,Sart3,5.0,30,27,3,0,1,0.0,0.3333333333333333,398.07142857142856,148.0532758393832,28,0.37192640619977835
3,Sart3,6.0,30,27,3,0,0,0.0,0.0,331.3333333333333,87.1740081234521,27,0.26310062813919144
3,Sart3,7.0,30,28,2,1,0,0.03571428571428571,0.0,359.22222222222223,108.52590379661345,27,0.3021135583574145
3,Sart3,8.0,30,28,2,1,0,0.03571428571428571,0.0,403.6666666666667,140.78789283610564,27,0.3487726494701213
3,Sart3,9.0,20,18,2,0,1,0.0,0.5,411.36842105263156,188.9012706640152,19,0.45920216768376265
3,Sart3,10.0,40,37,3,1,1,0.02702702702702703,0.3333333333333333,351.02702702702703,125.5077435606811,37,0.3575443880308901
3,Sart3,11.0,40,36,4,0,1,0.0,0.25,408.7027027027027,109.26595100052005,37,0.26734824672789587
3,Sart3,12.0,20,18,2,0,0,0.0,0.0,365.77777777777777,65.02267075734663,18,0.17776550328557705
3,Sart3,13.0,20,18,2,0,0,0.0,0.0,423.1666666666667,140.14708659958987,18,0.331186498462993
3,Sart3,14.0,30,27,3,1,1,0.037037037037037035,0.3333333333333333,356.6296296296296,79.40216435150684,27,0.22264601074781232
3,Sart3,15.0,40,37,3,3,1,0.08108108108108109,0.3333333333333333,412.9142857142857,143.78013677519033,35,0.348208191747278
3,Sart4,1.0,30,28,2,2,0,0.07142857142857142,0.0,425.1923076923077,115.02696005050963,26,0.2705292592775441
3,Sart4,2.0,30,27,3,1,1,0.037037037037037035,0.3333333333333333,446.4074074074074,121.13001891142213,27,0.2713441060821702
3,Sart4,3.0,30,28,2,2,1,0.07142857142857142,0.5,396.3333333333333,124.01953940345913,27,0.31291725669501885
3,Sart4,4.0,20,18,2,0,0,0.0,0.0,354.27777777777777,73.30099554380156,18,0.2069026062080019
3,Sart4,5.0,40,36,4,1,2,0.027777777777777776,0.5,392.6756756756757,143.67209078199448,37,0.36587978243057306
3,Sart4,6.0,40,37,3,0,0,0.0,0.0,389.7567567567568,108.315487095543,37,0.27790534793253524
3,Sart4,7.0,40,36,4,3,2,0.08333333333333333,0.5,343.8285714285714,97.4943394176677,35,0.28355508389715556
3,Sart4,8.0,20,18,2,0,2,0.0,1.0,339.6,54.871524587223895,20,0.1615769275242164
3,Sart4,9.0,40,37,3,2,2,0.05405405405405406,0.6666666666666666,421.7837837837838,114.28087599689907,37,0.27094658540851374
3,Sart4,10.0,20,19,1,1,0,0.05263157894736842,0.0,423.5,117.34426475370765,18,0.27708208914688937
3,Sart4,11.0,40,36,4,1,1,0.027777777777777776,0.25,387.0833333333333,100.23354870358668,36,0.2589456586529688
3,Sart4,12.0,30,27,3,2,1,0.07407407407407407,0.3333333333333333,342.2692307692308,129.49673592560012,26,0.37834758220761916
3,Sart4,13.0,20,19,1,2,0,0.10526315789473684,0.0,359.0,90.99931318422134,17,0.2534799810145441
3,Sart4,14.0,30,28,2,1,1,0.03571428571428571,0.5,376.07142857142856,154.7590549188159,28,0.41151505581451525
3,Sart4,15.0,20,18,2,1,0,0.05555555555555555,0.0,426.6470588235294,225.93138924695438,17,0.5295510295323624
4,Sart1,1.0,30,28,2,0,0,0.0,0.0,451.67857142857144,63.50331199961648,28,0.14059403305046742
4,Sart1,2.0,30,28,2,2,0,0.07142857142857142,0.0,495.84615384615387,103.44996560954182,26,0.20863319157990126
4,Sart1,3.0,30,27,3,1,0,0.037037037037037035,0.0,460.9230769230769,94.43089455339204,26,0.20487343611383455
4,Sart1,4.0,40,37,3,0,0,0.0,0.0,437.6756756756757,70.77823506247212,37,0.1617138876936809
4,Sart1,5.0,30,28,2,0,0,0.0,0.0,452.25,86.06527453904671,28,0.19030464243017514
4,Sart1,6.0,20,19,1,0,0,0.0,0.0,441.05263157894734,117.89989806998257,19,0.2673148046932779
4,Sart1,7.0,30,28,2,0,1,0.0,0.5,478.7241379310345,119.63691993209052,29,0.24990784974649752
4,Sart1,8.0,40,37,3,0,0,0.0,0.0,476.2972972972973,80.93888807985692,37,0.16993354474009567
4,Sart1,9.0,20,18,2,0,0,0.0,0.0,425.55555555555554,105.69780576620714,18,0.2483760448814267
4,Sart1,10.0,40,36,4,2,0,0.05555555555555555,0.0,480.0882352941176,89.61783089861784,34,0.18666950012577385
4,Sart1,11.0,40,37,3,0,1,0.0,0.3333333333333333,528.1578947368421,108.17891244670001,38,0.2048230529633583
4,Sart1,12.0,20,19,1,0,0,0.0,0.0,553.6315789473684,121.59642288521292,19,0.21963418906921242
4,Sart1,13.0,20,18,2,0,0,0.0,0.0,429.8333333333333,106.3004897338063,18,0.2473062963950515
4,Sart1,14.0,20,19,1,0,0,0.0,0.0,526.3157894736842,75.16725988796138,19,0.14281779378712664
4,Sart1,15.0,40,37,3,0,0,0.0,0.0,473.5945945945946,115.49036983889836,37,0.2438591385059202
4,Sart2,1.0,30,27,3,1,0,0.037037037037037035,0.0,576.5384615384615,134.59486788707235,26,0.2334534066086645
4,Sart2,2.0,20,19,1,2,0,0.10526315789473684,0.0,540.8235294117648,152.75071002049287,17,0.2824409473948639
4,Sart2,3.0,40,37,3,0,0,0.0,0.0,470.6756756756757,111.36328291129342,37,0.23660301278885196
4,Sart2,4.0,30,27,3,0,0,0.0,0.0,473.0740740740741,101.66533556645774,27,0.21490362955408746
4,Sart2,5.0,40,36,4,1,0,0.027777777777777776,0.0,491.2,118.61995665842683,35,0.2414901397769276
4,Sart2,6.0,40,36,4,2,1,0.05555555555555555,0.25,439.9428571428571,76.80224524028955,35,0.17457322921224408
4,Sart2,7.0,20,19,1,1,0,0.05263157894736842,0.0,393.77777777777777,37.04457657464546,18,0.09407482764441567
4,Sart2,8.0,40,36,4,0,1,0.0,0.25,445.9189189189189,79.94768371961837,37,0.17928749000702343
4,Sart2,9.0,30,27,3,0,1,0.0,0.3333333333333333,444.10714285714283,90.0128959014842,28,0.20268283757471312
4,Sart2,10.0,20,18,2,0,0,0.0,0.0,431.77777777777777,68.21812382571551,18,0.15799359609661337
4,Sart2,11.0,40,37,3,2,0,0.05405405405405406,0.0,465.9714285714286,106.74474383375724,35,0.22908001926430213
4,Sart2,12.0,30,28,2,0,1,0.0,0.5,447.9655172413793,90.03748535178505,29,0.20099200024646036
4,Sart2,13.0,20,18,2,1,0,0.05555555555555555,0.0,492.6470588235294,101.84052556354382,17,0.20672106681555164
4,Sart2,14.0,20,18,2,0,0,0.0,0.0,525.3888888888889,116.13589346810049,18,0.22104748677443256
4,Sart2,15.0,30,27,3,0,0,0.0,0.0,505.6666666666667,94.64346049983916,27,0.18716570962394033
4,Sart3,1.0,20,18,2,2,0,0.1111111111111111,0.0,578.5625,127.83998787546876,16,0.22096141363373667
4,Sart3,2.0,20,19,1,1,0,0.05263157894736842,0.0,496.55555555555554,134.4554254684745,18,0.2707761980792729
4,Sart3,3.0,20,19,1,0,0,0.0,0.0,448.57894736842104,122.29305230991191,19,0.27262325400543547
4,Sart3,4.0,30,27,3,1,0,0.037037037037037035,0.0,424.6923076923077,94.15126944689348,26,0.22169290034588213
4,Sart3,5.0,40,36,4,0,0,0.0,0.0,471.77777777777777,123.82363289571204,36,0.2624617748613774
4,Sart3,6.0,40,37,3,0,0,0.0,0.0,457.27027027027026,102.19633844513018,37,0.22349219944853813
4,Sart3,7.0,40,37,3,0,1,0.0,0.3333333333333333,395.7105263157895,75.98253991996108,38,0.1920154629885297
4,Sart3,8.0,20,18,2,0,0,0.0,0.0,409.8333333333333,107.46942109543643,18,0.26222713565376926
4,Sart3,9.0,30,28,2,2,0,0.07142857142857142,0.0,433.96153846153845,87.47272981643171,26,0.20156793186450628
4,Sart3,10.0,30,28,2,0,0,0.0,0.0,411.35714285714283,52.765880029031024,28,0.1282726724095215
4,Sart3,11.0,40,37,3,0,0,0.0,0.0,438.35135135135135,97.25002605432847,37,0.22185405783403128
4,Sart3,12.0,40,36,4,0,1,0.0,0.25,448.13513513513516,68.5472919321488,37,0.15296120870209912
4,Sart3,13.0,30,28,2,1,0,0.03571428571428571,0.0,459.2962962962963,87.12626329061608,27,0.18969511401069544
4,Sart3,14.0,30,28,2,1,1,0.03571428571428571,0.5,458.0357142857143,123.95652826483523,28,0.27062633851192097
4,Sart3,15.0,20,19,1,0,0,0.0,0.0,501.5263157894737,138.30416094851418,19,0.27576650834523764
4,Sart4,1.0,20,19,1,1,0,0.05263157894736842,0.0,504.55555555555554,79.87212001415485,18,0.15830193352287902
4,Sart4,2.0,40,36,4,1,1,0.027777777777777776,0.25,474.69444444444446,130.9965799868606,36,0.27595979165117807
4,Sart4,3.0,30,28,2,0,0,0.0,0.0,490.42857142857144,115.98321352724204,28,0.23649359006428614
4,Sart4,4.0,20,18,2,1,0,0.05555555555555555,0.0,498.6470588235294,99.85986504626781,17,0.20026161446107738
4,Sart4,5.0,30,27,3,2,0,0.07407407407407407,0.0,527.56,145.38084468044613,25,0.27557215232475196
4,Sart4,6.0,40,37,3,0,0,0.0,0.0,470.7027027027027,111.04325104932582,37,0.23590952508182447
4,Sart4,7.0,20,19,1,0,0,0.0,0.0,510.8421052631579,94.61751256617627,19,0.1852187037664691
4,Sart4,8.0,20,19,1,2,0,0.10526315789473684,0.0,409.94117647058823,84.6053120290293,17,0.20638402991727625
4,Sart4,9.0,30,27,3,2,1,0.07407407407407407,0.3333333333333333,426.46153846153845,72.29839874809443,26,0.1695308772953152
4,Sart4,10.0,20,19,1,0,0,0.0,0.0,535.2105263157895,155.6718696301681,19,0.29086100137409715
4,Sart4,11.0,40,37,3,0,0,0.0,0.0,518.5135135135135,132.46375219525396,37,0.25546827371511055
4,Sart4,12.0,40,36,4,2,0,0.05555555555555555,0.0,411.38235294117646,78.6750180617912,34,0.19124548610144426
4,Sart4,13.0,40,37,3,1,0,0.02702702702702703,0.0,460.3888888888889,79.78266112303484,36,0.1732940630161249
4,Sart4,14.0,30,28,2,0,1,0.0,0.5,413.0689655172414,102.34218898049915,29,0.24776053764374947
4,Sart4,15.0,30,28,2,0,0,0.0,0.0,390.7857142857143,69.87998025337185,28,0.17881917812963005
5,Sart1,1.0,20,18,2,0,0,0.0,0.0,417.27777777777777,145.10353526951857,18,0.3477384682267786
5,Sart1,2.0,20,19,1,4,1,0.21052631578947367,1.0,277.1875,56.0645089755245,16,0.20226203914507146
5,Sart1,3.0,40,37,3,2,1,0.05405405405405406,0.3333333333333333,356.80555555555554,122.72613400679566,36,0.3439580244643553
5,Sart1,4.0,30,28,2,0,0,0.0,0.0,321.07142857142856,127.92327809810489,28,0.3984262276692922
5,Sart1,5.0,30,28,2,0,0,0.0,0.0,366.2857142857143,163.94349910707317,28,0.4475836559085461
5,Sart1,6.0,30,28,2,1,1,0.03571428571428571,0.5,338.5,88.99292522858624,28,0.2629037672927215
5,Sart1,7.0,30,27,3,1,0,0.037037037037037035,0.0,396.8076923076923,145.0136598340361,26,0.3654507275065366
5,Sart1,8.0,20,19,1,1,1,0.05263157894736842,1.0,396.1578947368421,111.25759058144439,19,0.2808415332864944
5,Sart1,9.0,40,37,3,0,1,0.0,0.3333333333333333,344.07894736842104,171.84253973835143,38,0.49942764895276137
5,Sart1,10.0,40,36,4,1,2,0.027777777777777776,0.5,363.9189189189189,177.73081680801232,37,0.4883802615593358
5,Sart1,11.0,30,27,3,4,1,0.14814814814814814,0.3333333333333333,424.7083333333333,198.11886620139825,24,0.46648217294550753
5,Sart1,12.0,40,37,3,4,2,0.10810810810810811,0.6666666666666666,327.8857142857143,130.64810649639142,35,0.3984562327791652
5,Sart1,13.0,20,18,2,1,1,0.05555555555555555,0.5,478.44444444444446,257.79431432196486,18,0.5388176565020166
5,Sart1,14.0,20,19,1,2,1,0.10526315789473684,1.0,408.5,182.40815577741486,18,0.4465315930903669
5,Sart1,15.0,40,37,3,5,2,0.13513513513513514,0.6666666666666666,424.52941176470586,239.74079883049927,34,0.5647212941829691
5,Sart2,1.0,40,36,4,4,0,0.1111111111111111,0.0,410.90625,146.2594599918131,32,0.3559436245903125
5,Sart2,2.0,40,37,3,6,0,0.16216216216216217,0.0,449.2258064516129,175.90882291259476,31,0.3915821851422115
5,Sart2,3.0,20,19,1,4,0,0.21052631578947367,0.0,418.4,222.17714939724496,15,0.5310161314465702
5,Sart2,4.0,20,19,1,1,0,0.05263157894736842,0.0,431.6666666666667,140.6133622635446,18,0.32574524076496814
5,Sart2,5.0,20,18,2,6,1,0.3333333333333333,0.5,409.0769230769231,253.6771115474885,13,0.6201208067163125
5,Sart2,6.0,30,28,2,8,1,0.2857142857142857,0.5,298.6190476190476,177.82926536160358,21,0.5955054333589022
5,Sart2,7.0,30,27,3,10,1,0.37037037037037035,0.3333333333333333,451.22222222222223,200.3554357974716,18,0.444028298984793
5,Sart2,8.0,20,18,2,0,0,0.0,0.0,419.77777777777777,149.47813357913142,18,0.3560887247782379
5,Sart2,9.0,40,36,4,8,1,0.2222222222222222,0.25,405.44827586206895,185.29832822599818,29,0.4570208809792437
5,Sart2,10.0,40,36,4,6,1,0.16666666666666666,0.25,374.5806451612903,177.92840773628558,31,0.47500694452504766
5,Sart2,11.0,20,19,1,4,0,0.21052631578947367,0.0,403.2,212.61071065615272,15,0.527308310159109
5,Sart2,12.0,30,27,3,6,0,0.2222222222222222,0.0,399.6190476190476,169.7016429474023,21,0.42465854407715065
5,Sart2,13.0,40,37,3,7,1,0.1891891891891892,0.3333333333333333,314.7741935483871,109.2689982497077,31,0.34713455070105953
5,Sart2,14.0,30,28,2,11,1,0.39285714285714285,0.5,375.27777777777777,128.8071086618672,18,0.34323137763339895
5,Sart2,15.0,30,28,2,8,1,0.2857142857142857,0.5,416.2857142857143,183.61213000701855,21,0.4410723781911908
5,Sart3,1.0,20,18,2,0,0,0.0,0.0,354.22222222222223,152.8526993952619,18,0.4315164035625336
5,Sart3,2.0,40,36,4,1,0,0.027777777777777776,0.0,408.37142857142857,115.36440620263858,35,0.2824987208488316
5,Sart3,3.0,30,27,3,0,2,0.0,0.6666666666666666,361.44827586206895,185.72283231565729,29,0.5138296257540604
5,Sart3,4.0,40,36,4,1,1,0.027777777777777776,0.25,381.6111111111111,176.67003590677618,36,0.4629583121738203
5,Sart3,5.0,20,18,2,2,1,0.1111111111111111,0.5,418.8235294117647,201.4833229122567,17,0.48106973167252304
5,Sart3,6.0,40,37,3,7,0,0.1891891891891892,0.0,446.53333333333336,182.71887835072525,30,0.4091942632518481
5,Sart3,7.0,40,36,4,7,2,0.19444444444444445,0.5,394.0967741935484,234.34907792133652,31,0.5946485565655588
5,Sart3,8.0,20,19,1,3,0,0.15789473684210525,0.0,496.8125,117.33383640990635,16,0.23617327746364344
5,Sart3,9.0,20,19,1,5,0,0.2631578947368421,0.0,350.5,143.91811240050043,14,0.410608023967191
5,Sart3,10.0,30,28,2,6,1,0.21428571428571427,0.5,373.95652173913044,200.4657028614007,23,0.5360668719697961
5,Sart3,11.0,20,18,2,5,1,0.2777777777777778,0.5,449.7142857142857,231.74237306225953,14,0.51531023234937
5,Sart3,12.0,30,28,2,8,0,0.2857142857142857,0.0,428.05,212.12247579368412,20,0.49555536921781124
5,Sart3,13.0,30,28,2,15,0,0.5357142857142857,0.0,380.46153846153845,240.39329420230484,13,0.6318465072037935
5,Sart3,14.0,40,37,3,13,1,0.35135135135135137,0.3333333333333333,460.04,174.49581656876478,25,0.3793057485626571
5,Sart3,15.0,30,28,2,3,1,0.10714285714285714,0.5,376.6923076923077,151.51495483437117,26,0.4022247116289208
5,Sart4,1.0,30,27,3,6,1,0.2222222222222222,0.3333333333333333,382.09090909090907,146.44905146611455,22,0.38328326579282895
5,Sart4,2.0,20,19,1,8,0,0.42105263157894735,0.0,503.6363636363636,187.85114997107294,11,0.37298964795700407
5,Sart4,3.0,20,19,1,11,1,0.5789473684210527,1.0,333.0,161.95678435928517,9,0.4863567097876431
5,Sart4,4.0,30,27,3,14,0,0.5185185185185185,0.0,443.84615384615387,179.05718181344852,13,0.40342172678939875
5,Sart4,5.0,40,36,4,10,0,0.2777777777777778,0.0,488.88461538461536,164.34873335029434,26,0.3361708022270201
5,Sart4,6.0,20,19,1,9,1,0.47368421052631576,1.0,422.1818181818182,271.4810557596306,11,0.643042983065447
5,Sart4,7.0,30,28,2,8,1,0.2857142857142857,0.5,442.95238095238096,154.08519597627676,21,0.3478595049991198
5,Sart4,8.0,30,27,3,6,0,0.2222222222222222,0.0,472.5238095238095,205.71645997528225,21,0.4353568134113602
5,Sart4,9.0,40,36,4,17,0,0.4722222222222222,0.0,458.2631578947368,198.02043724638997,19,0.4321107508534983
5,Sart4,10.0,20,18,2,3,0,0.16666666666666666,0.0,450.8,202.204352079771,15,0.44854559023906615
5,Sart4,11.0,20,18,2,1,0,0.05555555555555555,0.0,333.94117647058823,158.65310845845224,17,0.47509297935418143
5,Sart4,12.0,40,36,4,8,1,0.2222222222222222,0.25,429.37931034482756,164.31729188917734,29,0.38268563000209954
5,Sart4,13.0,30,27,3,5,1,0.18518518518518517,0.3333333333333333,342.0869565217391,205.58782972546138,23,0.6009812002650752
5,Sart4,14.0,40,37,3,15,1,0.40540540540540543,0.3333333333333333,401.1304347826087,149.68400180131783,23,0.3731554347962617
5,Sart4,15.0,40,36,4,11,0,0.3055555555555556,0.0,471.8,180.40094234787134,25,0.382367406417701
6,Sart1,1.0,30,28,2,0,0,0.0,0.0,455.92857142857144,92.01486537367454,28,0.2018185986575973
6,Sart1,2.0,20,18,2,1,1,0.05555555555555555,0.5,398.72222222222223,101.99815774319916,18,0.25581257341195274
6,Sart1,3.0,40,36,4,0,2,0.0,0.5,421.6578947368421,101.22233390875044,38,0.2400579597161903
6,Sart1,4.0,20,18,2,0,0,0.0,0.0,416.94444444444446,134.46559683438042,18,0.32250243078199164
6,Sart1,5.0,20,19,1,1,0,0.05263157894736842,0.0,486.77777777777777,144.4557964367751,18,0.2967592257317909
6,Sart1,6.0,40,37,3,0,3,0.0,1.0,403.35,94.22628246775051,40,0.23360922887752697
6,Sart1,7.0,20,19,1,0,1,0.0,1.0,401.2,81.55050098268137,20,0.2032664530974112
