subject,sart,probe_number,n_trials_window,n_go,n_nogo,n_omissions,n_commissions,omission_rate,commission_rate,rt_mean,rt_sd,rt_n,rtcv
2,Sart4,11.0,10,10,0,0,0,0.0,,531.3,174.77417175060825,10,0.32895571569849097
2,Sart4,12.0,10,10,0,1,0,0.1,,523.1111111111111,93.89281714333164,9,0.17948924262743943
2,Sart4,13.0,10,9,1,2,0,0.2222222222222222,0.0,571.4285714285714,199.97987994033895,7,0.34996478989559315
2,Sart4,14.0,10,10,0,0,0,0.0,,668.7,119.2728431417274,10,0.1783652506979623
2,Sart4,15.0,10,9,1,0,0,0.0,0.0,559.8888888888889,61.9121241043393,9,0.11057930481029046
3,Sart1,1.0,10,9,1,0,0,0.0,0.0,311.8888888888889,43.558708786086754,9,0.13966098292653392
3,Sart1,2.0,10,9,1,0,0,0.0,0.0,346.22222222222223,47.12689725034361,9,0.13611748243038913
3,Sart1,3.0,10,9,1,0,0,0.0,0.0,364.6666666666667,83.67048464064254,9,0.2294437421589832
3,Sart1,4.0,10,9,1,0,0,0.0,0.0,428.1111111111111,83.62183393774087,9,0.19532740862695766
3,Sart1,5.0,10,10,0,0,0,0.0,,369.4,47.838153067283955,10,0.12950230933211684
3,Sart1,6.0,10,9,1,0,0,0.0,0.0,486.77777777777777,189.76549856189467,9,0.3898401020445223
3,Sart1,7.0,10,10,0,1,0,0.1,,380.22222222222223,115.20501050060473,9,0.30299389085489264
3,Sart1,8.0,10,9,1,1,0,0.1111111111111111,0.0,416.0,94.14730100068874,8,0.2263156274055018
3,Sart1,9.0,10,9,1,1,0,0.1111111111111111,0.0,349.375,59.60569843323947,8,0.17060665025614158
3,Sart1,10.0,10,10,0,0,0,0.0,,447.2,179.14413811850562,10,0.40059064874442224
3,Sart1,11.0,10,10,0,0,0,0.0,,396.0,130.26724667219906,10,0.3289576936166643
3,Sart1,12.0,10,9,1,0,0,0.0,0.0,452.1111111111111,152.60360779192317,9,0.3375356279496949
3,Sart1,13.0,10,10,0,3,0,0.3,,560.2857142857143,162.91174940819369,7,0.2907654884898918
3,Sart1,14.0,10,9,1,2,0,0.2222222222222222,0.0,363.2857142857143,178.5167725880067,7,0.49139496976643604
3,Sart1,15.0,10,9,1,2,1,0.2222222222222222,1.0,360.875,80.77913008409324,8,0.22384241104009212
3,Sart2,1.0,10,9,1,0,0,0.0,0.0,401.22222222222223,67.94074215405985,9,0.16933444458225938
3,Sart2,2.0,10,10,0,1,0,0.1,,438.77777777777777,157.41646814880724,9,0.3587612593920651
3,Sart2,3.0,10,10,0,0,0,0.0,,381.0,141.44413895402116,10,0.3712444591969059
3,Sart3,1.0,10,9,1,0,0,0.0,0.0,380.77777777777777,118.6989656418473,9,0.31172765998734336
3,Sart3,2.0,10,10,0,0,0,0.0,,402.8,89.59513875701565,10,0.22243083107501402
3,Sart3,3.0,10,9,1,1,0,0.1111111111111111,0.0,409.625,51.735418925805284,8,0.12629946640416304
3,Sart3,4.0,10,9,1,0,0,0.0,0.0,412.1111111111111,214.03355136779635,9,0.5193588466730028
3,Sart3,5.0,10,9,1,0,0,0.0,0.0,498.77777777777777,194.4381506917931,9,0.38982921724797015
3,Sart3,6.0,10,9,1,0,0,0.0,0.0,287.1111111111111,25.002222123465568,9,0.08708204299968658
3,Sart3,7.0,10,10,0,0,0,0.0,,368.9,125.87776257588595,10,0.3412246206990674
3,Sart3,8.0,10,9,1,1,0,0.1111111111111111,0.0,487.875,189.14728765851078,8,0.3876962083699939
3,Sart3,9.0,10,10,0,0,0,0.0,,376.6,194.2530995033713,10,0.5158074867322657
3,Sart3,10.0,10,9,1,1,0,0.1111111111111111,0.0,324.75,69.5449494931156,8,0.21414919012506728
3,Sart3,11.0,10,9,1,0,0,0.0,0.0,482.1111111111111,162.9972733241606,9,0.33809067986113056
3,Sart3,12.0,10,9,1,0,0,0.0,0.0,351.3333333333333,82.14164595380349,9,0.2337997512916608
3,Sart3,13.0,10,9,1,0,0,0.0,0.0,426.1111111111111,153.20610663779402,9,0.35954496994527935
3,Sart3,14.0,10,9,1,0,1,0.0,1.0,354.4,68.37998407591378,10,0.19294577899524207
3,Sart3,15.0,10,9,1,1,1,0.1111111111111111,1.0,437.6666666666667,124.74473936803908,9,0.28502225293535205
3,Sart4,1.0,10,9,1,1,0,0.1111111111111111,0.0,476.625,173.04659777065828,8,0.36306655708504226
3,Sart4,2.0,10,9,1,1,1,0.1111111111111111,1.0,396.0,83.16549765377466,9,0.21001388296407744
3,Sart4,3.0,10,10,0,1,0,0.1,,449.1111111111111,121.81486408115846,9,0.27123547172944734
3,Sart4,4.0,10,9,1,0,0,0.0,0.0,375.6666666666667,70.29758175072597,9,0.18712754680761126
3,Sart4,5.0,10,9,1,0,1,0.0,1.0,383.6,115.25450099670728,10,0.300454903536776
3,Sart4,6.0,10,9,1,0,0,0.0,0.0,349.1111111111111,75.8410252509228,9,0.21724036513631612
3,Sart4,7.0,10,10,0,1,0,0.1,,342.3333333333333,102.2570290982483,9,0.2987060246297419
3,Sart4,8.0,10,10,0,0,0,0.0,,363.5,58.19555156729956,10,0.1600978034863812
3,Sart4,9.0,10,9,1,1,0,0.1111111111111111,0.0,407.125,78.40451426507823,8,0.19258093770974083
3,Sart4,10.0,10,10,0,1,0,0.1,,378.0,103.67497287195208,9,0.27427241500516425
3,Sart4,11.0,10,9,1,0,0,0.0,0.0,390.3333333333333,82.48333164949146,9,0.21131511097222408
3,Sart4,12.0,10,9,1,2,0,0.2222222222222222,0.0,315.7142857142857,42.42528446462984,7,0.1343787290734882
3,Sart4,13.0,10,10,0,1,0,0.1,,306.55555555555554,91.96345892678123,9,0.299989536187398
3,Sart4,14.0,10,9,1,0,1,0.0,1.0,400.2,143.21219687349725,10,0.3578515664005429
3,Sart4,15.0,10,9,1,1,0,0.1111111111111111,0.0,396.0,201.2865760906219,8,0.5082994345722776
4,Sart1,1.0,10,9,1,0,0,0.0,0.0,474.77777777777777,73.02358827423126,9,0.15380582599299822
4,Sart1,2.0,10,10,0,0,0,0.0,,500.6,49.36305411044895,10,0.09860777888623441
4,Sart1,3.0,10,9,1,0,0,0.0,0.0,435.77777777777777,80.56639773779416,9,0.1848795460581712
4,Sart1,4.0,10,9,1,0,0,0.0,0.0,428.1111111111111,72.52145276475858,9,0.16939866983722482
4,Sart1,5.0,10,9,1,0,0,0.0,0.0,382.22222222222223,72.73028560678449,9,0.1902827239712385
4,Sart1,6.0,10,10,0,0,0,0.0,,438.6,63.78470732776697,10,0.14542796928355442
4,Sart1,7.0,10,10,0,0,0,0.0,,587.7,122.16477943062532,10,0.207869286082398
4,Sart1,8.0,10,9,1,0,0,0.0,0.0,438.3333333333333,78.31347265956222,9,0.17866191481268948
4,Sart1,9.0,10,9,1,0,0,0.0,0.0,426.77777777777777,61.84411406467429,9,0.14490940551472756
4,Sart1,10.0,10,9,1,0,0,0.0,0.0,429.1111111111111,67.60259692579207,9,0.157541007853995
4,Sart1,11.0,10,9,1,0,0,0.0,0.0,540.8888888888889,78.8993733252116,9,0.14586983564644707
4,Sart1,12.0,10,10,0,0,0,0.0,,543.4,117.66543908708094,10,0.21653558904505144
4,Sart1,13.0,10,10,0,0,0,0.0,,382.1,42.84195762722956,10,0.11212237013145658
4,Sart1,14.0,10,9,1,0,0,0.0,0.0,520.2222222222222,77.28644411825688,9,0.14856428813846903
4,Sart1,15.0,10,9,1,0,0,0.0,0.0,470.22222222222223,87.9883199319344,9,0.18712071819173196
4,Sart2,1.0,10,9,1,0,0,0.0,0.0,497.8888888888889,107.35157712447038,9,0.2156135224548613
4,Sart2,2.0,10,9,1,1,0,0.1111111111111111,0.0,539.125,178.92491441942903,8,0.3318802029574385
4,Sart2,3.0,10,9,1,0,0,0.0,0.0,434.6666666666667,63.51377803280167,9,0.1461206549834394
4,Sart2,4.0,10,10,0,0,0,0.0,,477.8,99.53871385323178,10,0.2083271533135868
4,Sart2,5.0,10,9,1,0,0,0.0,0.0,443.77777777777777,87.7892046008189,9,0.19782244401786933
4,Sart2,6.0,10,9,1,1,0,0.1111111111111111,0.0,429.0,44.71177537453481,8,0.10422325262129327
4,Sart2,7.0,10,10,0,0,0,0.0,,386.8,33.85852920609518,10,0.08753497726498236
4,Sart2,8.0,10,9,1,0,0,0.0,0.0,505.1111111111111,100.13546380334546,9,0.19824442899914413
4,Sart2,9.0,10,9,1,0,0,0.0,0.0,450.22222222222223,50.3382999757088,9,0.11180767516815873
4,Sart2,10.0,10,10,0,0,0,0.0,,438.0,69.33974329343886,10,0.15830991619506588
4,Sart2,11.0,10,9,1,0,0,0.0,0.0,441.0,64.53293732660865,9,0.14633319121679966
4,Sart2,12.0,10,10,0,0,0,0.0,,456.0,72.4338778933357,10,0.15884622345029759
4,Sart2,13.0,10,9,1,1,0,0.1111111111111111,0.0,509.625,131.1879104839423,8,0.25742047678968316
4,Sart2,14.0,10,9,1,0,0,0.0,0.0,584.4444444444445,114.6539479380356,9,0.19617595654796965
4,Sart2,15.0,10,9,1,0,0,0.0,0.0,521.4444444444445,87.27272069654857,9,0.16736724616853552
4,Sart3,1.0,10,10,0,0,0,0.0,,611.7,127.24346741581668,10,0.20801613113587816
4,Sart3,2.0,10,10,0,0,0,0.0,,428.3,46.44482987612531,10,0.10843994834491083
4,Sart3,3.0,10,9,1,0,0,0.0,0.0,408.55555555555554,70.86273899432463,9,0.17344700868885551
4,Sart3,4.0,10,9,1,0,0,0.0,0.0,371.6666666666667,44.43815927780987,9,0.1195645541106992
4,Sart3,5.0,10,9,1,0,0,0.0,0.0,427.44444444444446,118.66772003277799,9,0.27762138817130283
4,Sart3,6.0,10,10,0,0,0,0.0,,510.0,97.10933128295252,10,0.19041045349598534
4,Sart3,7.0,10,10,0,0,0,0.0,,405.6,53.62876508408939,10,0.13222082121323814
4,Sart3,8.0,10,9,1,0,0,0.0,0.0,360.22222222222223,55.796007423869,9,0.154893296364843
4,Sart3,9.0,10,9,1,0,0,0.0,0.0,370.77777777777777,40.92303073385993,9,0.11037077512878016
4,Sart3,10.0,10,9,1,0,0,0.0,0.0,391.55555555555554,67.47427493332387,9,0.1723236306469679
4,Sart3,11.0,10,10,0,0,0,0.0,,455.1,73.14437777437169,10,0.16072155081162753
4,Sart3,12.0,10,9,1,0,0,0.0,0.0,460.55555555555554,57.081325998769316,9,0.12394015295269574
4,Sart3,13.0,10,10,0,0,0,0.0,,466.4,64.29135072292212,10,0.13784594923439564
4,Sart3,14.0,10,10,0,0,0,0.0,,475.6,103.22919483686127,10,0.2170504517175384
4,Sart3,15.0,10,10,0,0,0,0.0,,449.2,117.01262989761216,10,0.26049116183796117
4,Sart4,1.0,10,10,0,0,0,0.0,,495.1,41.69852115683081,10,0.08422242204974915
4,Sart4,2.0,10,9,1,0,1,0.0,1.0,468.2,106.55598424198323,10,0.22758646783849473
4,Sart4,3.0,10,9,1,0,0,0.0,0.0,541.3333333333334,172.2882758634493,9,0.3182665194521846
4,Sart4,4.0,10,9,1,0,0,0.0,0.0,458.1111111111111,64.57446175626329,9,0.14095807805150853
4,Sart4,5.0,10,10,0,1,0,0.1,,480.22222222222223,128.53188104297098,9,0.2676508397470474
4,Sart4,6.0,10,9,1,0,0,0.0,0.0,510.77777777777777,104.13066044371584,9,0.2038668575143447
4,Sart4,7.0,10,10,0,0,0,0.0,,493.9,109.72536423068075,10,0.2221610938057922
4,Sart4,8.0,10,10,0,0,0,0.0,,404.1,50.182887742956986,10,0.1241843299751472
4,Sart4,9.0,10,9,1,1,0,0.1111111111111111,0.0,403.625,53.34506939325722,8,0.13216492881575032
4,Sart4,10.0,10,10,0,0,0,0.0,,452.4,108.54512630442899,10,0.23993175575691644
4,Sart4,11.0,10,10,0,0,0,0.0,,439.3,85.26045064650107,10,0.1940825191133646
4,Sart4,12.0,10,9,1,0,0,0.0,0.0,438.22222222222223,68.49959448379562,9,0.15631246205734295
4,Sart4,13.0,10,9,1,0,0,0.0,0.0,427.3333333333333,60.41522986797286,9,0.14137729298277582
4,Sart4,14.0,10,9,1,0,1,0.0,1.0,424.8,143.8454417460321,10,0.33861921314979304
4,Sart4,15.0,10,10,0,0,0,0.0,,404.2,44.61638961438074,10,0.11038196342004143
5,Sart1,1.0,10,9,1,0,0,0.0,0.0,450.3333333333333,161.40089838659512,9,0.3584031792448448
5,Sart1,2.0,10,10,0,0,0,0.0,,246.0,19.102065042525872,10,0.07765067090457671
5,Sart1,3.0,10,9,1,0,1,0.0,1.0,321.6,134.3802234126899,10,0.4178489533976676
5,Sart1,4.0,10,10,0,0,0,0.0,,391.0,64.9786289653931,10,0.16618575182964987
5,Sart1,5.0,10,9,1,0,0,0.0,0.0,509.0,218.14100944114108,9,0.428567798509118
5,Sart1,6.0,10,9,1,0,1,0.0,1.0,306.4,117.03674636625882,10,0.38197371529457846
5,Sart1,7.0,10,9,1,0,0,0.0,0.0,427.0,175.2697920350224,9,0.4104678970375232
5,Sart1,8.0,10,10,0,0,0,0.0,,379.5,91.0704855226617,10,0.23997492891346955
5,Sart1,9.0,10,9,1,0,0,0.0,0.0,386.77777777777777,214.50278423471443,9,0.5545892152003533
5,Sart1,10.0,10,9,1,1,1,0.1111111111111111,1.0,288.44444444444446,140.76319752612108,9,0.4880080037500345
5,Sart1,11.0,10,9,1,2,0,0.2222222222222222,0.0,458.7142857142857,195.9104508746401,7,0.4270860031524387
5,Sart1,12.0,10,9,1,1,0,0.1111111111111111,0.0,329.375,71.26397106131942,8,0.2163612024632089
5,Sart1,13.0,10,9,1,0,0,0.0,0.0,579.6666666666666,296.03420410486353,9,0.5106973043787181
5,Sart1,14.0,10,10,0,1,0,0.1,,376.77777777777777,108.65631341272557,9,0.2883830199688971
5,Sart1,15.0,10,9,1,1,1,0.1111111111111111,1.0,443.6666666666667,307.45568786412133,9,0.6929880267410699
5,Sart2,1.0,10,9,1,2,0,0.2222222222222222,0.0,398.7142857142857,80.211624855159,7,0.20117569831104012
5,Sart2,2.0,10,9,1,0,0,0.0,0.0,481.22222222222223,151.45030354688777,9,0.3147200951101339
5,Sart2,3.0,10,10,0,3,0,0.3,,388.85714285714283,319.14648077407367,7,0.8207293774498589
5,Sart2,4.0,10,10,0,1,0,0.1,,482.3333333333333,137.74886569405933,9,0.28558852597247963
5,Sart2,5.0,10,9,1,4,0,0.4444444444444444,0.0,439.0,182.97540818372286,5,0.41680047422260336
5,Sart2,6.0,10,9,1,3,1,0.3333333333333333,1.0,235.14285714285714,229.01850621833205,7,0.9739547652055434
5,Sart2,7.0,10,10,0,4,0,0.4,,423.8333333333333,282.40921845199506,6,0.666321396268962
5,Sart2,8.0,10,9,1,0,0,0.0,0.0,473.3333333333333,165.46978576163082,9,0.3495840544259806
5,Sart2,9.0,10,9,1,3,0,0.3333333333333333,0.0,392.8333333333333,89.98314657015872,6,0.22906189199022162
5,Sart2,10.0,10,9,1,3,0,0.3333333333333333,0.0,446.6666666666667,163.4033863378194,6,0.36582847687571507
5,Sart2,11.0,10,10,0,2,0,0.2,,315.625,62.955624961441806,8,0.19946336621446908
5,Sart2,12.0,10,9,1,2,0,0.2222222222222222,0.0,484.85714285714283,129.67193036200828,7,0.2674435805934172
5,Sart2,13.0,10,10,0,2,0,0.2,,335.125,130.89956618939357,8,0.39059922771919003
5,Sart2,14.0,10,10,0,5,0,0.5,,499.0,179.9208159163358,5,0.36056275734736637
5,Sart2,15.0,10,9,1,2,1,0.2222222222222222,1.0,368.875,101.83801914244573,8,0.27607731383922934
5,Sart3,1.0,10,10,0,0,0,0.0,,379.7,125.51586885064906,10,0.33056589109994483
5,Sart3,2.0,10,9,1,1,0,0.1111111111111111,0.0,502.625,144.46644444793597,8,0.2874239133507803
5,Sart3,3.0,10,9,1,0,1,0.0,1.0,422.6,248.74672527157685,10,0.5886103295588662
5,Sart3,4.0,10,9,1,0,0,0.0,0.0,377.0,112.0446339634344,9,0.2972006205926642
5,Sart3,5.0,10,9,1,0,0,0.0,0.0,451.22222222222223,197.440989777818,9,0.43756929524756516
5,Sart3,6.0,10,10,0,1,0,0.1,,477.3333333333333,161.8123913672868,9,0.3389924400152657
5,Sart3,7.0,10,10,0,1,0,0.1,,518.1111111111111,325.92347431737886,9,0.6290609626541732
5,Sart3,8.0,10,10,0,1,0,0.1,,450.77777777777777,90.80305305684631,9,0.20143640066837978
5,Sart3,9.0,10,9,1,2,0,0.2222222222222222,0.0,350.14285714285717,68.0916748984499,7,0.19446826776383078
5,Sart3,10.0,10,10,0,3,0,0.3,,474.2857142857143,193.73324812373178,7,0.4084737159235309
5,Sart3,11.0,10,9,1,3,1,0.3333333333333333,1.0,463.57142857142856,318.709301790235,7,0.6875085092547442
5,Sart3,12.0,10,9,1,4,0,0.4444444444444444,0.0,392.8,77.00779181355612,5,0.19604834983084551
5,Sart3,13.0,10,9,1,6,0,0.6666666666666666,0.0,496.6666666666667,55.22982286168708,3,0.11120098562755788
5,Sart3,14.0,10,9,1,2,0,0.2222222222222222,0.0,537.2857142857143,234.09877850009832,7,0.43570631467713056
5,Sart3,15.0,10,10,0,2,0,0.2,,432.25,94.35457442162364,8,0.21828704319635311
5,Sart4,1.0,10,9,1,3,0,0.3333333333333333,0.0,322.5,85.51198746374686,6,0.26515344949999026
5,Sart4,2.0,10,9,1,5,0,0.5555555555555556,0.0,473.25,162.9404287871286,4,0.3443009588740171
5,Sart4,3.0,10,10,0,7,0,0.7,,399.6666666666667,14.977761292440647,3,0.037475632925205955
5,Sart4,4.0,10,9,1,2,0,0.2222222222222222,0.0,373.7142857142857,118.97718868998136,7,0.31836403701447613
5,Sart4,5.0,10,9,1,2,0,0.2222222222222222,0.0,415.85714285714283,56.389799820619366,7,0.1355989689949624
5,Sart4,6.0,10,10,0,5,0,0.5,,534.4,272.3321501402286,5,0.5096035743642002
5,Sart4,7.0,10,10,0,2,0,0.2,,471.375,120.18311920921816,8,0.25496286228420717
5,Sart4,8.0,10,9,1,3,0,0.3333333333333333,0.0,449.6666666666667,156.21736992622385,6,0.347407049502351
5,Sart4,9.0,10,9,1,6,0,0.6666666666666666,0.0,329.3333333333333,36.50114153466071,3,0.11083342571253253
5,Sart4,10.0,10,9,1,2,0,0.2222222222222222,0.0,536.8571428571429,243.1778694504831,7,0.4529656961557694
5,Sart4,11.0,10,9,1,1,0,0.1111111111111111,0.0,383.875,179.5458059342279,8,0.46771945538060017
5,Sart4,12.0,10,9,1,4,1,0.4444444444444444,1.0,312.3333333333333,167.44272652661468,6,0.5361026462965252
5,Sart4,13.0,10,9,1,4,0,0.4444444444444444,0.0,433.8,303.58969020702926,5,0.6998379211780297
5,Sart4,14.0,10,9,1,3,1,0.3333333333333333,1.0,372.7142857142857,88.2736545931916,7,0.2368400084907402
5,Sart4,15.0,10,9,1,3,0,0.3333333333333333,0.0,466.3333333333333,147.78858774163405,6,0.3169161995889222
6,Sart1,1.0,10,10,0,0,0,0.0,,441.5,59.3899542571525,10,0.13451858268890715
6,Sart1,2.0,10,9,1,0,0,0.0,0.0,449.22222222222223,100.32918042346625,9,0.22333975360158206
6,Sart1,3.0,10,10,0,0,0,0.0,,462.0,55.033323238440424,10,0.11911974726935157
6,Sart1,4.0,10,9,1,0,0,0.0,0.0,430.0,98.04208280121348,9,0.2280048437237523
6,Sart1,5.0,10,10,0,1,0,0.1,,483.44444444444446,91.30458793389178,9,0.18886262730522316
6,Sart1,6.0,10,10,0,0,0,0.0,,379.1,58.8037224823206,10,0.15511401340627962
6,Sart1,7.0,10,10,0,0,0,0.0,,409.3,64.03132913747075,10,0.15644106801238883
6,Sart1,8.0,10,10,0,1,0,0.1,,464.6666666666667,160.67436012008886,9,0.345784132252702
6,Sart1,9.0,10,10,0,0,0,0.0,,396.2,59.64860061690932,10,0.15055174310173983
6,Sart1,10.0,10,10,0,0,0,0.0,,511.1,183.26086446496,10,0.35856166007622775
6,Sart1,11.0,10,9,1,0,1,0.0,1.0,400.7,105.58835163028165,10,0.2635097370358913
6,Sart1,12.0,10,9,1,2,0,0.2222222222222222,0.0,427.2857142857143,96.00124007135582,7,0.2246769242726482
6,Sart1,13.0,10,9,1,1,0,0.1111111111111111,0.0,391.75,111.6061314239884,8,0.2848912097612978
6,Sart1,14.0,10,10,0,2,0,0.2,,368.25,177.6913455565979,8,0.4825291121699875
6,Sart1,15.0,10,10,0,0,0,0.0,,454.4,64.72711950952244,10,0.1424452453994772
6,Sart2,1.0,10,9,1,1,0,0.1111111111111111,0.0,548.25,199.9776773256741,8,0.36475636539110645
6,Sart2,2.0,10,9,1,1,0,0.1111111111111111,0.0,444.25,184.07044458964228,8,0.4143397739778104
6,Sart2,3.0,10,9,1,0,1,0.0,1.0,399.4,150.82896862929806,10,0.3776388798930848
6,Sart2,4.0,10,10,0,0,0,0.0,,488.5,113.34044095359589,10,0.23201727933182373
6,Sart2,5.0,10,9,1,0,0,0.0,0.0,456.44444444444446,55.31977745596757,9,0.12119717553644306
6,Sart2,6.0,10,9,1,1,1,0.1111111111111111,1.0,433.8888888888889,81.37789080033416,9,0.18755467790089816
6,Sart2,7.0,10,9,1,0,0,0.0,0.0,426.8888888888889,36.92033465600104,9,0.08648698904320909
6,Sart2,8.0,10,9,1,0,1,0.0,1.0,411.6,60.43214744194057,10,0.1468225156509732
6,Sart2,9.0,10,9,1,2,1,0.2222222222222222,1.0,432.25,204.55299697493697,8,0.47322844875636083
6,Sart2,10.0,10,9,1,1,1,0.1111111111111111,1.0,288.8888888888889,267.2505586731506,9,0.9250980877147519
6,Sart2,11.0,10,9,1,2,1,0.2222222222222222,1.0,444.375,87.53274897349645,8,0.19697946323149695
