analysis_label,dimension,group1,group2,n1,n2,mean1,mean2,sd1,sd2,t_statistic,p_value,p_bonferroni,significant_05,significant_bonferroni
overall,selfother,Controls Low BDI,Controls High BDI,15,14,57.848333333333336,48.862978778467905,22.570234779812832,23.452258574215655,1.0498790286952682,0.30319177084011845,0.9095753125203554,False,False
overall,selfother,Controls Low BDI,Risk of Depression,15,12,57.848333333333336,60.11527777777778,22.570234779812832,20.07174311396488,-0.2758543494352051,0.7849572499457181,1.0,False,False
overall,selfother,Controls High BDI,Risk of Depression,14,12,48.862978778467905,60.11527777777778,23.452258574215655,20.07174311396488,-1.3182536953998185,0.1998625907363277,0.5995877722089831,False,False
