skew,kurtosis,breusch_pagan_stat,breusch_pagan_p,n,model,family
1.410915568540594,0.9110865685863088,144.05041873839534,3.4639175708393856e-33,1613,sensitivity_gaussian_total_errors_legacy,gaussian
