skew,kurtosis,breusch_pagan_stat,breusch_pagan_p,n,model,family,dispersion,converged
2.083215377867102,3.653459989681961,9.286789022756178,0.002308123899563408,1613,glmm_commission_rate,binomial,0.878720037666165,True
