skew,kurtosis,breusch_pagan_stat,breusch_pagan_p,n,model,family,dispersion,converged
2.083215676788835,3.6534628342187823,9.28677414942238,0.0023081426403051596,1613,glmm_olre_commission_rate,binomial,0.87926861576652,False
