feature,true_rank,true_mean,true_std,perm_mean_same_feature,perm_std_same_feature,perm_mean_same_rank,perm_std_same_rank
wsmi_theta_mean_frontal_left_trimmean,1,0.0036062463415022345,0.0006663397171377848,0.0022129494208205035,0.000597088661997041,0.004380201382994629,0.0005095373665983603
P1_mean_occipitoparietal_lateral_trimmean,2,0.003523279680017511,0.0005983612036466546,0.0024361925786406066,0.0006536695239709651,0.003964347775103564,0.00033600169647800217
P3a_mean_frontocentral_midline_trimmean,3,0.0035088302031182034,0.00063300686804105,0.0024605738836248722,0.000710988703550832,0.0037339206116383827,0.00026161317743348013
PE_beta_mean_frontal_mid_trimmean,4,0.00346759719739788,0.000686039739596042,0.0018809543277655703,0.0004990580761716938,0.003582451887411114,0.00023069202318204036
PE_theta_mean_central_left_trimmean,5,0.0034224741498521238,0.00048491675975296654,0.0020108037731484283,0.0005452555413493655,0.0034711798312025933,0.00020213311662436268
PE_gamma_mean_frontal_left_trimmean,6,0.003342382493691073,0.0006886753960870094,0.0018858365022039218,0.0005310849592129292,0.003380478354027659,0.00018051701225282597
kolmogorov_complexity_mean_frontal_mid_trimmean,7,0.003256745506581146,0.0006288580028865194,0.0022130088500044933,0.0006199063877019282,0.00330790015043501,0.000167015937927286
PE_beta_mean_frontal_left_trimmean,8,0.0031627728206528134,0.0006110547210703744,0.0018535389139456475,0.000509310043082679,0.0032430674277314706,0.0001553421229238763
psd_relative_gamma_mean_frontal_mid_trimmean,9,0.0031294365115135643,0.0005954458836959873,0.0019642594044670903,0.0005358428946456447,0.003185526540011703,0.00014134915038535616
kolmogorov_complexity_mean_frontal_left_trimmean,10,0.0031094969889019224,0.0005849290034836343,0.0021513267721197794,0.0005862095716799029,0.0031327307940880655,0.00012921360255822552
psd_relative_delta_mean_frontal_left_trimmean,11,0.0030655958554746975,0.0005184973589782396,0.0019654189630254294,0.0005312483618039005,0.0030839288688162174,0.00011719321583174324
PE_alpha_mean_frontal_left_trimmean,12,0.0030562321988378788,0.00047370075670400286,0.001993522457637223,0.0005401578513736027,0.003038899547268646,0.0001094315009651104
wsmi_beta_mean_posterior_mid_trimmean,13,0.0030174692197822758,0.0005979865814169063,0.0022884869423518725,0.0006582459649575894,0.003000292866607511,0.00010694713821721452
PE_beta_mean_central_left_trimmean,14,0.0029737848530027268,0.0005573387829186809,0.0019505202180452761,0.0005286614676792327,0.0029647451730351985,0.00010219439745610806
PE_gamma_mean_central_left_trimmean,15,0.0029726289667806006,0.0005745043118265793,0.0019684103180381456,0.0005380460285288935,0.0029296415447004377,9.686097870208445e-05
PE_gamma_mean_frontal_mid_trimmean,16,0.0029604552195069862,0.0005888836330210485,0.0018860450424286403,0.0005167957707257347,0.0028981529795106473,9.06907950284107e-05
wsmi_gamma_mean_frontal_right_trimmean,17,0.002945264957153518,0.0004986135492848072,0.0021352718035583893,0.000609140424491155,0.0028662342157615593,8.67076428143241e-05
psd_relative_gamma_mean_posterior_left_trimmean,18,0.0029216242110186273,0.0005526265187393833,0.0019453027947566653,0.0005153258393913204,0.002837271271581234,8.461997544696947e-05
kolmogorov_complexity_mean_posterior_mid_trimmean,19,0.0029020237771263373,0.0005849372515902995,0.0022150105132842744,0.0006286907584143439,0.00281181661831277,8.338683215923252e-05
psd_relative_delta_mean_posterior_mid_trimmean,20,0.0028757334044905987,0.000614500366540724,0.0019952396293135915,0.0005767378688430299,0.002785308523746251,8.263611855055872e-05
