fpr,true_mean_tpr,true_std_tpr,perm_mean_tpr,perm_std_tpr
0.0,0.0,0.0,0.0,0.0
0.005025125628140704,0.03050039032006246,0.03516369783749211,0.17910461538460223,0.250647499940759
0.010050251256281407,0.03050039032006246,0.03516369783749211,0.17910461538460223,0.250647499940759
0.01507537688442211,0.03050039032006246,0.03516369783749211,0.17910461538460223,0.250647499940759
0.020100502512562814,0.05960433255269318,0.047823892191503514,0.17910461538460223,0.250647499940759
0.02512562814070352,0.05960433255269318,0.047823892191503514,0.17910461538460223,0.250647499940759
0.03015075376884422,0.05960433255269318,0.047823892191503514,0.17910461538460223,0.250647499940759
0.035175879396984924,0.0739841139734582,0.05545939017449118,0.17910461538460223,0.250647499940759
0.04020100502512563,0.09276982825917261,0.05948794255169569,0.17910461538460223,0.250647499940759
0.04522613065326633,0.09276982825917261,0.05948794255169569,0.17910461538460223,0.250647499940759
0.05025125628140704,0.09860316159250601,0.06124382582404318,0.17910461538460223,0.250647499940759
0.05527638190954774,0.11695620608899306,0.06625350827065685,0.17910461538460223,0.250647499940759
0.06030150753768844,0.12417049180327872,0.06819069193249837,0.17910461538460223,0.250647499940759
0.06532663316582915,0.12417049180327872,0.06819069193249837,0.17910461538460223,0.250647499940759
0.07035175879396985,0.13514863387978132,0.07095424464217275,0.17910461538460223,0.250647499940759
0.07537688442211056,0.1527200624512099,0.07413078476768109,0.17910461538460223,0.250647499940759
0.08040201005025126,0.1527200624512099,0.07413078476768109,0.17910461538460223,0.250647499940759
0.08542713567839195,0.15912006245120994,0.07457760168521765,0.17910461538460223,0.250647499940759
0.09045226130653267,0.17153926619828264,0.07658384482771895,0.17910461538460223,0.250647499940759
0.09547738693467336,0.18221783762685395,0.07708059982036658,0.17910461538460223,0.250647499940759
0.10050251256281408,0.1873511709601873,0.07837848459117838,0.17910461538460223,0.250647499940759
0.10552763819095477,0.19344953161592507,0.08042762075698383,0.17910461538460223,0.250647499940759
0.11055276381909548,0.20659238875878214,0.08388944499896935,0.17910461538460223,0.250647499940759
0.11557788944723618,0.21784000780640117,0.08452164340246623,0.17910461538460223,0.250647499940759
0.12060301507537688,0.21784000780640117,0.08452164340246623,0.17910461538460223,0.250647499940759
0.12562814070351758,0.2281374316939891,0.08525822229318077,0.17910461538460223,0.250647499940759
0.1306532663316583,0.24185171740827502,0.08937527516890487,0.17910461538460223,0.250647499940759
0.135678391959799,0.24735171740827494,0.09008692609563146,0.17910461538460223,0.250647499940759
0.1407035175879397,0.2527943403590945,0.08997206338017695,0.17910461538460223,0.250647499940759
0.1457286432160804,0.2650800546448086,0.08972244633756823,0.17910461538460223,0.250647499940759
0.15075376884422112,0.2756633879781418,0.09211354499418918,0.17910461538460223,0.250647499940759
0.15577889447236182,0.2756633879781418,0.09211354499418918,0.17910461538460223,0.250647499940759
0.16080402010050251,0.2877793130366899,0.09312274447046953,0.17910461538460223,0.250647499940759
0.1658291457286432,0.2979697892271661,0.09214811620967504,0.17910461538460223,0.250647499940759
0.1708542713567839,0.3041483606557377,0.09243033458812314,0.20070153846152297,0.26013810299551765
0.17587939698492464,0.3107057377049179,0.0929602558087448,0.20070153846152297,0.26013810299551765
0.18090452261306533,0.31929859484777523,0.09428906285035278,0.20070153846152297,0.26013810299551765
0.18592964824120603,0.32804859484777543,0.09401607371307805,0.20070153846152297,0.26013810299551765
0.19095477386934673,0.32804859484777543,0.09401607371307805,0.20070153846152297,0.26013810299551765
0.19597989949748745,0.33342564402810343,0.09385761274958529,0.20070153846152297,0.26013810299551765
0.20100502512562815,0.34913516783762694,0.09436759131568026,0.28739641025640306,0.2877166741228379
0.20603015075376885,0.3549565964090555,0.09632756048007395,0.28739641025640306,0.2877166741228379
0.21105527638190955,0.3601697111631537,0.09633032228925338,0.28739641025640306,0.2877166741228379
0.21608040201005024,0.3715125683060108,0.09600774804884848,0.28739641025640306,0.2877166741228379
0.22110552763819097,0.3775482825917253,0.09598080164454466,0.28739641025640306,0.2877166741228379
0.22613065326633167,0.38304828259172513,0.09584986406420495,0.28739641025640306,0.2877166741228379
0.23115577889447236,0.3926417252146763,0.09643530302689086,0.28739641025640306,0.2877166741228379
0.23618090452261306,0.39892743950039056,0.09502392964914146,0.28739641025640306,0.2877166741228379
0.24120603015075376,0.40946315378610476,0.09583387191535354,0.28739641025640306,0.2877166741228379
0.24623115577889448,0.41940796252927415,0.09610972592537718,0.28739641025640306,0.2877166741228379
