feature_name,mean_abs_shap_value
N1_mean_occipitoparietal_lateral_trimmean,0.001813226997775665
P1_mean_occipitoparietal_lateral_trimmean,0.00261113751300282
P3a_mean_frontocentral_midline_trimmean,0.002094332909275911
P3b_mean_centroparietal_midline_trimmean,0.0030602165314196476
PE_alpha_mean_central_left_trimmean,0.0007767171961120801
PE_alpha_mean_central_mid_trimmean,0.0023233515038152777
PE_alpha_mean_central_right_trimmean,0.0023583142550109865
PE_alpha_mean_frontal_left_trimmean,0.0017614019484762718
PE_alpha_mean_frontal_mid_trimmean,0.0011481842893242668
PE_alpha_mean_frontal_right_trimmean,0.0008316791941640183
PE_alpha_mean_posterior_left_trimmean,0.0017447367336685345
PE_alpha_mean_posterior_mid_trimmean,0.0014060563387870803
PE_alpha_mean_posterior_right_trimmean,0.0026556449137400853
PE_beta_mean_central_left_trimmean,0.0010318831616445516
PE_beta_mean_central_mid_trimmean,0.0028180299777163346
PE_beta_mean_central_right_trimmean,0.0010842995176887325
PE_beta_mean_frontal_left_trimmean,0.0007888462789738039
PE_beta_mean_frontal_mid_trimmean,0.0011847636177195868
PE_beta_mean_frontal_right_trimmean,0.001230117833644206
PE_beta_mean_posterior_left_trimmean,0.000997668437596899
PE_beta_mean_posterior_mid_trimmean,0.0013955532852732019
PE_beta_mean_posterior_right_trimmean,0.0010296165122282356
PE_gamma_mean_central_left_trimmean,0.0009983773263848113
PE_gamma_mean_central_mid_trimmean,0.0031022033641333823
PE_gamma_mean_central_right_trimmean,0.000943186782966307
PE_gamma_mean_frontal_left_trimmean,0.0010443767514438877
PE_gamma_mean_frontal_mid_trimmean,0.0013656580863215687
PE_gamma_mean_frontal_right_trimmean,0.0016976961223019312
PE_gamma_mean_posterior_left_trimmean,0.0010234387618502728
PE_gamma_mean_posterior_mid_trimmean,0.0012450310902942922
PE_gamma_mean_posterior_right_trimmean,0.0011710860375105318
PE_theta_mean_central_left_trimmean,0.001095028664003128
PE_theta_mean_central_mid_trimmean,0.0011069067404571966
PE_theta_mean_central_right_trimmean,0.0015548714562177378
PE_theta_mean_frontal_left_trimmean,0.001003743673587851
PE_theta_mean_frontal_mid_trimmean,0.0014406214857500717
PE_theta_mean_frontal_right_trimmean,0.0008851692183155557
PE_theta_mean_posterior_left_trimmean,0.0013192284783448709
PE_theta_mean_posterior_mid_trimmean,0.0048332518881565876
PE_theta_mean_posterior_right_trimmean,0.001129951211338926
kolmogorov_complexity_mean_central_left_trimmean,0.0015161566365017704
kolmogorov_complexity_mean_central_mid_trimmean,0.000861165514203814
kolmogorov_complexity_mean_central_right_trimmean,0.0013301025244139533
kolmogorov_complexity_mean_frontal_left_trimmean,0.004090321552982925
kolmogorov_complexity_mean_frontal_mid_trimmean,0.00417909923865701
kolmogorov_complexity_mean_frontal_right_trimmean,0.008372681683747591
kolmogorov_complexity_mean_posterior_left_trimmean,0.0010572056291137848
kolmogorov_complexity_mean_posterior_mid_trimmean,0.004844260458546741
kolmogorov_complexity_mean_posterior_right_trimmean,0.002526687874089967
psd_relative_alpha_mean_central_left_trimmean,0.0008608363795124255
psd_relative_alpha_mean_central_mid_trimmean,0.0009307373152042215
psd_relative_alpha_mean_central_right_trimmean,0.0016307060508425858
psd_relative_alpha_mean_frontal_left_trimmean,0.0012743131983159964
psd_relative_alpha_mean_frontal_mid_trimmean,0.0014971241639640568
psd_relative_alpha_mean_frontal_right_trimmean,0.0017260044478718496
psd_relative_alpha_mean_posterior_left_trimmean,0.001370553767380749
psd_relative_alpha_mean_posterior_mid_trimmean,0.0010166232012909745
psd_relative_alpha_mean_posterior_right_trimmean,0.0008035677178145848
psd_relative_beta_mean_central_left_trimmean,0.0012592808324071662
psd_relative_beta_mean_central_mid_trimmean,0.0011603200157273175
psd_relative_beta_mean_central_right_trimmean,0.0016073940482325183
psd_relative_beta_mean_frontal_left_trimmean,0.0015169281708323394
psd_relative_beta_mean_frontal_mid_trimmean,0.0011190002343065045
psd_relative_beta_mean_frontal_right_trimmean,0.001976871156767645
psd_relative_beta_mean_posterior_left_trimmean,0.0020287646519885115
psd_relative_beta_mean_posterior_mid_trimmean,0.0019692474447151214
psd_relative_beta_mean_posterior_right_trimmean,0.0010847986802627661
psd_relative_delta_mean_central_left_trimmean,0.0018950805363047662
psd_relative_delta_mean_central_mid_trimmean,0.003534245015160575
psd_relative_delta_mean_central_right_trimmean,0.0029310817374567587
psd_relative_delta_mean_frontal_left_trimmean,0.00131591564915074
psd_relative_delta_mean_frontal_mid_trimmean,0.000991781911834633
psd_relative_delta_mean_frontal_right_trimmean,0.0013246300251391328
psd_relative_delta_mean_posterior_left_trimmean,0.001226723969401854
psd_relative_delta_mean_posterior_mid_trimmean,0.0010158043395527682
psd_relative_delta_mean_posterior_right_trimmean,0.001169713459790661
psd_relative_gamma_mean_central_left_trimmean,0.0010528956672399292
psd_relative_gamma_mean_central_mid_trimmean,0.0014327093825769706
psd_relative_gamma_mean_central_right_trimmean,0.0010262382929070216
psd_relative_gamma_mean_frontal_left_trimmean,0.0011242651982641904
psd_relative_gamma_mean_frontal_mid_trimmean,0.0021647846351553006
psd_relative_gamma_mean_frontal_right_trimmean,0.002426991332543552
psd_relative_gamma_mean_posterior_left_trimmean,0.0010165075662414234
psd_relative_gamma_mean_posterior_mid_trimmean,0.001365468957614012
psd_relative_gamma_mean_posterior_right_trimmean,0.0013582054186850696
psd_relative_theta_mean_central_left_trimmean,0.0008577031503784033
psd_relative_theta_mean_central_mid_trimmean,0.00234075261308054
psd_relative_theta_mean_central_right_trimmean,0.001218495488506986
psd_relative_theta_mean_frontal_left_trimmean,0.0015004323653112328
psd_relative_theta_mean_frontal_mid_trimmean,0.001303189050762459
psd_relative_theta_mean_frontal_right_trimmean,0.0009822541510509728
psd_relative_theta_mean_posterior_left_trimmean,0.0011745288119312679
psd_relative_theta_mean_posterior_mid_trimmean,0.0013838895797864577
