analysis_label,dimension,group1,group2,n1,n2,mean1,mean2,sd1,sd2,t_statistic,p_value,p_bonferroni,significant_05,significant_bonferroni
overall,valence,Controls Low BDI,Controls High BDI,10,12,63.253236061852746,54.27272777376944,18.900711622050675,11.139527505364407,1.3231771470930938,0.20697429013816387,0.6209228704144916,False,False
overall,valence,Controls Low BDI,Risk of Depression,10,11,63.253236061852746,47.43596622039915,18.900711622050675,11.705646002166219,2.278751691326587,0.03800490247496728,0.11401470742490184,True,False
overall,valence,Controls High BDI,Risk of Depression,12,11,54.27272777376944,47.43596622039915,11.139527505364407,11.705646002166219,1.4318864617513785,0.16718047405723313,0.5015414221716994,False,False
