cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,positive,3,"P6,PO4,PO8",7.548979625099959,0.03579284143171366
1,positive,1,P7,2.3822926835033216,0.16056788642271547
2,positive,1,T7,2.6575197290166104,0.10497900419916016
3,positive,1,T8,3.0760393225696987,0.08158368326334733
4,negative,1,AF3,-2.254848377077695,0.21815636872625474
5,negative,1,F6,-3.476134252623112,0.09118176364727054
