feature,true_rank,true_mean,true_std,perm_mean_same_feature,perm_std_same_feature,perm_mean_same_rank,perm_std_same_rank
wsmi_beta_mean_posterior_mid_trimmean,1,0.00922038124672361,0.0021757085088373956,0.006285397976269742,0.0016931627113060546,0.011370562042511424,0.0013880775576713307
P3a_mean_frontocentral_midline_trimmean,2,0.00880778627454203,0.001827436198472609,0.006598361905325954,0.0017898436173642701,0.01036314990123084,0.0007226053935481363
P3b_mean_centroparietal_midline_trimmean,3,0.008343121006953403,0.0018243254563335596,0.00661675672616407,0.0017072319248085373,0.00990026027521335,0.0005843570102021636
wsmi_theta_mean_frontal_mid_trimmean,4,0.008184134569173473,0.0018410425551879214,0.0063284849728395005,0.0016602741875723587,0.009541387489746601,0.0004960007492156766
PE_alpha_mean_frontal_mid_trimmean,5,0.007845721721794806,0.0019305602790075215,0.005825529888563632,0.0015731892257779758,0.009287499350455086,0.0004410610319874982
wsmi_alpha_mean_frontal_left_trimmean,6,0.007817938429773342,0.0017559950367291854,0.006244957195037016,0.0016197635729882163,0.009073240961339789,0.0004071638501106868
psd_relative_gamma_mean_frontal_right_trimmean,7,0.007617740968169601,0.0015022003576655723,0.0053416252506134545,0.00144282219097238,0.008881338662741609,0.0003786860547182535
psd_relative_theta_mean_central_mid_trimmean,8,0.00760013771362726,0.0016347573557865015,0.006045039221747444,0.0017078025476501384,0.008716931701523123,0.00034799658838389585
wsmi_gamma_mean_posterior_right_trimmean,9,0.0075759240304827564,0.0018489974071691877,0.006303299866564551,0.001782577034140559,0.008566102743062064,0.00031855082478281124
psd_relative_gamma_mean_central_right_trimmean,10,0.007286582562019774,0.0015571909354824638,0.005636263488472188,0.0014633785289151402,0.008439229684058639,0.00029496164794662897
psd_relative_beta_mean_central_left_trimmean,11,0.007192469141189471,0.0016017391962122104,0.005807022148918088,0.0016559773481580494,0.008330381399883777,0.0002882217393235669
PE_alpha_mean_frontal_left_trimmean,12,0.00706490550145064,0.0017378901782974198,0.005436412568268875,0.0014033788688151635,0.008228828339875907,0.00027594310907823945
N1_mean_occipitoparietal_lateral_trimmean,13,0.007062716017864279,0.0015698181600501005,0.006670008816785984,0.0018507460427135318,0.008121484094922023,0.0002606542540596702
kolmogorov_complexity_mean_frontal_mid_trimmean,14,0.007041422158723415,0.001705362563978602,0.006214235780981538,0.0016157723151008362,0.008029242157041701,0.0002492375766778363
psd_relative_theta_mean_central_left_trimmean,15,0.006997305572029088,0.0020041380066028814,0.005968182880474161,0.0016340743521370427,0.007937235502143447,0.00024193265788371887
kolmogorov_complexity_mean_central_left_trimmean,16,0.006986714829757261,0.0013738655929249075,0.006105664739825523,0.0017187782099840716,0.007858225688198536,0.00023215975838661223
wsmi_alpha_mean_posterior_left_trimmean,17,0.00696663204223417,0.0014192032520530605,0.006358351936470315,0.0016442532820597146,0.007775436053516765,0.0002171087880104435
wsmi_theta_mean_posterior_mid_trimmean,18,0.006905300922562846,0.0015130595116665388,0.0063484907669380955,0.0016147581120080343,0.007702420354235155,0.0002100969505576152
PE_gamma_mean_frontal_right_trimmean,19,0.006887616067286899,0.00151226759441131,0.005119069879972294,0.0014092754802075959,0.007636394129604376,0.00019992440515230955
PE_theta_mean_central_left_trimmean,20,0.006804000386278034,0.0013914787119792373,0.005473901909928694,0.001526912687543842,0.00757554620652705,0.00019406449717608004
