analysis_label,dimension,group1,group2,n1,n2,mean1,mean2,sd1,sd2,t_statistic,p_value,p_bonferroni,significant_05,significant_bonferroni
overall,PC3,Controls Low BDI,Controls High BDI,10,12,0.2267484436074887,0.028394620743577362,0.5757929555522059,0.31202121310706427,0.976427234764332,0.3462891535503285,1.0,False,False
overall,PC3,Controls Low BDI,Risk of Depression,10,11,0.2267484436074887,-0.25908701680246143,0.5757929555522059,0.3886351671179753,2.243752530920026,0.03975026070807446,0.11925078212422338,True,False
overall,PC3,Controls High BDI,Risk of Depression,12,11,0.028394620743577362,-0.25908701680246143,0.31202121310706427,0.3886351671179753,1.945119783206567,0.06654484799292894,0.19963454397878683,False,False
