aic,bic,log_likelihood,log_likelihood_restricted,n_observations,n_groups,n_parameters,n_fixed_effects,n_random_effects,converged,scale,deviance,rsquared_within,rsquared_between
2078.9293293267947,2098.0852162987635,-1035.4646646633973,,888,33,4,3,1,True,0.5646365967230961,2070.9293293267947,,
