subject,auc,minority_ratio,n_trials
05,0.554,0.4782608695652174,46
06,0.728,0.5,48
08,0.46333333333333326,0.4186046511627907,43
11,0.625,0.25925925925925924,27
12,0.6166666666666666,0.4444444444444444,36
18,0.5574999999999999,0.46511627906976744,43
22,0.4833333333333333,0.42857142857142855,35
25,0.5999999999999999,0.4230769230769231,26
26,0.4333333333333333,0.48,25
27,0.6333333333333334,0.48148148148148145,27
28,0.5277777777777779,0.46875,32
29,0.55,0.45652173913043476,46
31,0.5,0.45,20
32,0.5075000000000001,0.5,44
34,0.5516666666666666,0.46,50
35,0.5,0.45454545454545453,11
37,0.6625,0.47619047619047616,42
38,0.6125,0.4444444444444444,36
42,0.5,0.5,12
43,0.7916666666666667,0.4634146341463415,41
