subject,run_idx,mean_auc,mean_auprc,mean_mcc,mean_balanced_accuracy,mean_precision,mean_recall,mean_f1,n_samples,n_positive,n_negative
05,72.0,0.548,0.6656825396825397,-0.0064249373049722665,0.49499999999999994,0.5142857142857142,0.59,0.5422222222222223,46.0,24.0,22.0
06,72.0,0.782,0.8158888888888889,0.49258039223436817,0.7300000000000001,0.7383333333333334,0.79,0.7426340326340326,48.0,24.0,24.0
08,72.0,0.3333333333333333,0.6172380952380953,-0.19542561070505976,0.41,0.5599999999999999,0.5199999999999999,0.5064535464535463,43.0,25.0,18.0
11,72.0,0.65,0.5066666666666666,0.026491106406735177,0.5,0.2,0.1,0.13333333333333333,27.0,7.0,20.0
12,72.0,0.7291666666666667,0.7397222222222222,0.32400214268500654,0.65,0.6633333333333333,0.65,0.599047619047619,36.0,16.0,20.0
18,72.0,0.5375,0.6808253968253968,-0.07164817074658984,0.45999999999999996,0.5857142857142857,0.52,0.497979797979798,43.0,23.0,20.0
22,72.0,0.38333333333333325,0.5065079365079366,-0.18333333333333332,0.4083333333333333,0.2333333333333333,0.26666666666666666,0.24761904761904763,35.0,15.0,20.0
25,72.0,0.4333333333333334,0.6655555555555556,-0.3707908118985982,0.3333333333333333,0.3666666666666666,0.4,0.38095238095238093,26.0,15.0,11.0
26,72.0,0.5666666666666667,0.6911111111111111,0.18164965809277261,0.5833333333333333,0.6,0.5666666666666667,0.5533333333333332,25.0,13.0,12.0
27,72.0,0.7,0.7455555555555555,0.2894427190999916,0.6333333333333332,0.6666666666666666,0.6333333333333333,0.6066666666666667,27.0,13.0,14.0
28,72.0,0.5944444444444444,0.671111111111111,0.16380952345015537,0.5583333333333333,0.6666666666666666,0.39999999999999997,0.4609523809523809,32.0,15.0,17.0
29,72.0,0.58,0.6868095238095238,0.1348683298050514,0.5650000000000001,0.6166666666666666,0.5599999999999999,0.5787878787878787,46.0,25.0,21.0
31,72.0,0.45,0.6777777777777777,0.23094010767585033,0.6,0.6166666666666666,0.9,0.7247619047619047,20.0,11.0,9.0
32,72.0,0.38749999999999996,0.565734126984127,-0.09000000000000001,0.45500000000000007,0.43666666666666665,0.41,0.4082539682539683,44.0,22.0,22.0
34,72.0,0.5513333333333332,0.686542328042328,0.11999999999999997,0.5683333333333334,0.6199999999999999,0.6266666666666667,0.6177200577200578,50.0,27.0,23.0
35,72.0,0.5,0.5333333333333333,0.0,0.5,0.3333333333333333,0.6,0.42666666666666664,11.0,6.0,5.0
37,72.0,0.7,0.7660714285714285,0.2392924365509544,0.63,0.5666666666666667,0.6599999999999999,0.5930735930735931,42.0,22.0,20.0
38,72.0,0.5958333333333333,0.6646031746031745,0.11094757082487301,0.5416666666666666,0.5666666666666667,0.4833333333333333,0.48809523809523814,36.0,16.0,20.0
42,72.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,12.0,6.0,6.0
43,72.0,0.77,0.7744047619047618,0.31305021820446405,0.65,0.5633333333333332,0.7,0.6211111111111112,41.0,19.0,22.0
