coefficient,predictor,outcome_category,estimate,std_error,z_value,p_value,conf_lower,conf_upper,cluster_name,significant_05,significant_01
Intercept[0],Intercept,0,-0.14458122881110824,0.27351019958857675,-0.5286136642384532,0.5970734794102177,-0.6806513694090806,0.39148891178686407,,False,False
Intercept[1],Intercept,1,-0.0800427076735371,0.31335803662976824,-0.25543531142335874,0.7983869005478532,-0.6343622017693833,1.4003467062815953,Self-Centered,False,False
group_binary[0],group_binary,0,0.38299225225610606,0.5190679329060388,0.7378461044817326,0.4606079730612064,-0.3619189542291191,1.089188543976706,,False,False
group_binary[1],group_binary,1,0.31845373111853487,0.48663288876027216,0.6544024016334279,0.5128525875341968,-2.770965685458415,0.6011705053736629,Self-Centered,False,False
ie_binary[0],ie_binary,0,0.36363479487379347,0.37018728651444005,0.9822995227568654,0.32595230959233834,-0.694213173734066,0.5341277583869917,,False,False
ie_binary[1],ie_binary,1,0.29909627373622255,0.47996861074463854,0.6231579879196582,0.5331807065251106,-0.6353292045442851,1.2722366667813547,Self-Centered,False,False
group_binary:ie_binary[0],group_binary:ie_binary,0,-1.0848975900423758,0.8602546315725844,-1.2611354245883384,0.20726005947430626,-0.6416249170329933,1.2398174645054385,,False,False
group_binary:ie_binary[1],group_binary:ie_binary,1,-1.1295583608697972,0.8158855814681876,-1.3844568240036244,0.16621861980108654,-2.7286647160529647,0.46954799431337046,Self-Centered,False,False
