coefficient,predictor,outcome_category,estimate,std_error,z_value,p_value,conf_lower,conf_upper,cluster_name,significant_05,significant_01
Intercept[0],Intercept,0,6.568804581066323e-16,0.24129508283962398,2.722311828224141e-15,0.9999999999999978,-0.47292967201227115,0.4729296720122725,,False,False
Intercept[1],Intercept,1,0.03774032798284757,0.2418736298526435,0.15603324763365103,0.8760068143497184,-0.8334043883374513,0.7043273460623083,Self-Centered,False,False
ie_binary[0],ie_binary,0,-0.06453852113757151,0.3922857120154226,-0.16451917355336712,0.8693224540828237,-0.4363232753383057,0.5118039313040009,,False,False
ie_binary[1],ie_binary,1,-0.1361804007961,0.3993253541576704,-0.3410261817293231,0.7330838717501933,-0.9188437130588358,0.646482911466636,Self-Centered,False,False
