,onoff,valence,selfother,time,confidence
onoff,0.697744780222955,0.627179012226414,0.5555726623195831,0.4974161082903169,0.603591729181885
valence,0.5935508570536634,0.6642567910583946,0.6031385666271462,0.501199057220729,0.5042973620895699
selfother,0.5415155907398269,0.5510380413741751,0.6289073440586318,0.5065758564095972,0.5133612424814135
time,0.5095134528966819,0.5548348280546422,0.4312922378590608,0.5950592824148423,0.5070764994717664
confidence,0.5692015601691772,0.4965635471011791,0.5063929446671319,0.4906423160470368,0.6169046854371629
