subject,run_idx,mean_auc,mean_auprc,mean_mcc,mean_balanced_accuracy,mean_precision,mean_recall,mean_f1,n_samples,n_positive,n_negative
02,99.0,0.8125,0.8635714285714287,0.5321520063995744,0.75,0.7442857142857143,0.85,0.777994227994228,39.0,20.0,19.0
04,99.0,0.7944444444444445,0.827097162097162,0.4670385026728073,0.7333333333333334,0.6761904761904762,0.6666666666666667,0.6556643356643356,60.0,30.0,30.0
06,99.0,0.4666666666666666,0.7775238095238095,-0.20153697448236998,0.41000000000000003,0.6342857142857141,0.7200000000000001,0.6563636363636365,35.0,24.0,11.0
08,99.0,0.5466666666666666,0.5665389610389611,-0.05449841896482412,0.47333333333333333,0.45,0.4,0.42242424242424237,56.0,27.0,29.0
13,99.0,0.65,0.7333333333333333,0.1,0.55,0.3,0.4,0.3333333333333333,16.0,6.0,10.0
14,99.0,0.86,0.8987936507936508,0.49175746105561746,0.74,0.7609523809523809,0.8,0.7729292929292929,46.0,25.0,21.0
18,99.0,0.6739999999999999,0.6879920634920634,0.2932724346944564,0.6449999999999999,0.6433333333333333,0.62,0.6199999999999999,47.0,23.0,24.0
24,99.0,0.8953333333333333,0.9254126984126984,0.5562186387882977,0.7733333333333334,0.7795238095238096,0.8066666666666666,0.788997668997669,50.0,26.0,24.0
26,99.0,0.7280000000000001,0.8024906204906206,0.33182615866079246,0.6633333333333333,0.6366666666666666,0.64,0.6331313131313131,54.0,25.0,29.0
27,99.0,0.24166666666666664,0.42063492063492064,-0.2739103047851764,0.375,0.22000000000000003,0.3,0.25317460317460316,36.0,16.0,20.0
34,99.0,0.6213333333333334,0.6517063492063493,0.08206444740543437,0.5366666666666667,0.5444444444444445,0.5266666666666666,0.5024420024420024,52.0,26.0,26.0
35,99.0,0.7906666666666669,0.8378405483405483,0.4513652126301754,0.72,0.7576190476190476,0.7133333333333333,0.7244444444444444,54.0,27.0,27.0
40,99.0,0.805,0.8166269841269841,0.5701651358467327,0.7683333333333333,0.7699999999999999,0.7166666666666666,0.6869841269841269,40.0,18.0,22.0
43,99.0,0.524,0.6131890331890333,-0.16064165845079634,0.42666666666666664,0.37142857142857144,0.36,0.346031746031746,53.0,25.0,28.0
