subject,auc,subject_median,dist_from_50
05,0.5169230769230769,87.0,37.0
06,0.4462962962962963,51.0,1.0
08,0.5326315789473683,47.0,3.0
09,0.5365079365079365,77.0,27.0
12,0.5116959064327485,50.0,0.0
13,0.43999999999999995,95.0,45.0
14,0.6041189931350115,77.5,27.5
18,0.4553571428571429,69.5,19.5
22,0.6355555555555554,72.0,22.0
32,0.4663461538461538,50.0,0.0
34,0.5499999999999999,76.0,26.0
38,0.5476190476190476,49.0,1.0
43,0.5146520146520146,51.0,1.0
