subject,auc,minority_ratio,n_trials
05,0.5169230769230769,0.49019607843137253,51
06,0.4462962962962963,0.425531914893617,47
08,0.5326315789473683,0.4318181818181818,44
09,0.5365079365079365,0.4166666666666667,36
12,0.5116959064327485,0.4864864864864865,37
13,0.43999999999999995,0.25,20
14,0.6041189931350115,0.4523809523809524,42
18,0.4553571428571429,0.46153846153846156,52
22,0.6355555555555554,0.4807692307692308,52
32,0.4663461538461538,0.48,50
34,0.5499999999999999,0.4716981132075472,53
38,0.5476190476190476,0.4878048780487805,41
43,0.5146520146520146,0.44680851063829785,47
