dimension,marker,family,cluster_stat,cbpt_significant,y_value
onoff,N1,evoked,-2.777406072524141,False,-0.03418006012099
onoff,P1,evoked,-54.47785834206822,True,-0.0489631786681712
onoff,P3a,evoked,55.503146001435944,True,0.0185187051647268
onoff,P3b,evoked,100.3501179877593,True,0.056108621193758
onoff,PE_alpha,sleep,17.12678100757502,True,0.0705126612992201
onoff,PE_beta,sleep,-75.61956507643157,True,-0.0483547456361076
onoff,PE_gamma,sleep,-74.1595933440282,True,-0.0555170722946578
onoff,PE_theta,sleep,-5.497904533339437,False,-0.0343603381961635
onoff,kolmogorov_complexity,sleep,-3.109948824359,False,0.047992228719068
onoff,psd_relative_alpha,sleep,-58.40606047624926,True,-0.0638710876870457
onoff,psd_relative_beta,sleep,-8.772426932314298,True,0.0514832299673823
onoff,psd_relative_delta,sleep,34.13968066293575,True,0.0380906291020491
onoff,psd_relative_gamma,sleep,-55.906915823062974,True,-0.0550473130643115
onoff,psd_relative_theta,sleep,61.588844114702376,True,0.0517874407369373
onoff,slowwaves_Density,sleep,-30.63691400317057,True,-0.0735975064411157
onoff,slowwaves_Duration,sleep,-6.074239439088434,True,-0.0223449757581757
onoff,slowwaves_Frequency,sleep,5.315528589320701,True,-0.0240249553210545
onoff,slowwaves_PTP,sleep,-42.452148191469774,True,-0.0305624733441949
onoff,slowwaves_Slope,sleep,-2.667608115874049,False,-0.0260904922305891
onoff,wsmi_alpha,sleep,5.498470455371601,True,0.0243389833531613
onoff,wsmi_beta,sleep,8.285195098459747,True,0.0334589995192192
onoff,wsmi_gamma,sleep,30.063678541225684,True,0.0442090823039174
onoff,wsmi_theta,sleep,5.8854071759047475,True,0.0465852198779819
valence,N1,evoked,-5.125323028896635,False,0.0291221844659351
valence,P1,evoked,0.0,False,0.0312001540249795
valence,P3a,evoked,0.0,False,-0.0775003515858757
valence,P3b,evoked,-2.3716328064518675,False,0.0225070452070781
valence,PE_alpha,sleep,-2.581975014522704,False,0.0361149947453103
valence,PE_beta,sleep,-2.838626920736902,False,-0.0389533792033046
valence,PE_gamma,sleep,-2.708310348561176,False,0.0385904590006209
valence,PE_theta,sleep,-12.434823944924222,False,-0.0511056498461247
valence,kolmogorov_complexity,sleep,2.5219492353855797,False,0.0809215653676896
valence,psd_relative_alpha,sleep,-5.357599003306564,False,-0.0690927420288799
valence,psd_relative_beta,sleep,-7.000178525429762,False,0.0380347664914286
valence,psd_relative_delta,sleep,52.81551113144849,True,0.108635021091567
valence,psd_relative_gamma,sleep,-3.378027316249653,False,-0.0460849703697451
valence,psd_relative_theta,sleep,15.25865838781137,False,0.0363168006261978
valence,slowwaves_Density,sleep,23.431048475036413,False,-0.0362390146022349
valence,slowwaves_Duration,sleep,2.5556078596771905,False,-0.0304173599892609
valence,slowwaves_Frequency,sleep,-3.031375881373755,False,0.024975822550493
valence,slowwaves_PTP,sleep,2.6460194773492183,False,-0.0391865304532689
valence,slowwaves_Slope,sleep,5.783196065899062,False,-0.0250583809511469
valence,wsmi_alpha,sleep,-4.850131134635552,False,0.03400231029075
valence,wsmi_beta,sleep,-2.7047910714855243,False,0.0341653652615193
valence,wsmi_gamma,sleep,-2.8297317312438004,False,0.0291562214908815
valence,wsmi_theta,sleep,3.3547450208131524,False,0.0426189103557066
selfother,N1,evoked,0.0,False,-0.0223513311551603
selfother,P1,evoked,0.0,False,0.0272517121388135
selfother,P3a,evoked,26.550209124879142,False,0.0487371385181049
selfother,P3b,evoked,25.221291094115173,False,0.0908377433863321
selfother,PE_alpha,sleep,5.723326997514689,False,0.0440597684537778
selfother,PE_beta,sleep,7.548979625099959,False,0.0659663673413346
selfother,PE_gamma,sleep,4.8926832890939185,False,-0.0630477924328768
selfother,PE_theta,sleep,-3.6118359020863995,False,-0.0259358231327994
selfother,kolmogorov_complexity,sleep,-2.4745917750427426,False,0.0508105362658077
selfother,psd_relative_alpha,sleep,-12.488539594803562,False,0.0345273214764438
selfother,psd_relative_beta,sleep,11.016474663201688,False,0.0477045661976734
selfother,psd_relative_delta,sleep,4.008527501899619,False,0.0394129420750445
selfother,psd_relative_gamma,sleep,2.7084205627806863,False,0.0587899007215271
selfother,psd_relative_theta,sleep,10.552235420760956,False,0.0284745877325799
selfother,slowwaves_Density,sleep,-18.734927710114476,False,-0.050713198391457
selfother,slowwaves_Duration,sleep,0.0,False,-0.0321295787266411
selfother,slowwaves_Frequency,sleep,-2.319408146771229,False,0.0287585890614001
selfother,slowwaves_PTP,sleep,-8.12163546336942,False,-0.0484852140020862
selfother,slowwaves_Slope,sleep,-4.681426834895936,False,-0.0397063911395229
selfother,wsmi_alpha,sleep,0.0,False,-0.0312720080405291
selfother,wsmi_beta,sleep,0.0,False,0.0384881742161578
selfother,wsmi_gamma,sleep,2.273467644263122,False,0.0414477598092941
selfother,wsmi_theta,sleep,-2.4306179170685662,False,-0.0410915555846353
time,N1,evoked,2.409770662696871,False,0.0452691059871741
time,P1,evoked,2.3471012720866478,False,0.039468705416542
time,P3a,evoked,0.0,False,0.032550321064105
time,P3b,evoked,0.0,False,0.0887958893877588
time,PE_alpha,sleep,-21.75653621660703,False,-0.0291813383415796
time,PE_beta,sleep,-2.9651167079850085,False,-0.0316571894692952
time,PE_gamma,sleep,-2.994473984562037,False,-0.0275867811126969
time,PE_theta,sleep,0.0,False,-0.0469559208502224
time,kolmogorov_complexity,sleep,-9.555387107891125,False,-0.085269244244571
time,psd_relative_alpha,sleep,15.949214994716197,False,-0.0450892013968088
time,psd_relative_beta,sleep,-4.728719949950355,False,-0.0377233841826386
time,psd_relative_delta,sleep,0.0,False,0.0404336095099585
time,psd_relative_gamma,sleep,-20.863623956333548,False,-0.0509721757757596
time,psd_relative_theta,sleep,5.079927325246864,False,0.0339601227016911
time,slowwaves_Density,sleep,0.0,False,0.0321999074298509
time,slowwaves_Duration,sleep,2.259940271745968,False,0.0405257100762034
time,slowwaves_Frequency,sleep,0.0,False,-0.0402467889984812
time,slowwaves_PTP,sleep,-2.3000473638125256,False,-0.0406164262920776
time,slowwaves_Slope,sleep,-10.65962016943556,False,-0.0523144098941468
time,wsmi_alpha,sleep,0.0,False,0.0479968247086542
time,wsmi_beta,sleep,2.386841617365601,False,0.0355204742006132
time,wsmi_gamma,sleep,3.1454015573400547,False,-0.0333421871367839
time,wsmi_theta,sleep,-3.001053796316145,False,0.0423242818223862
confidence,N1,evoked,5.102260890964555,False,0.0389189365206842
confidence,P1,evoked,0.0,False,0.0237619560555116
confidence,P3a,evoked,-2.507107142851181,False,0.023207468404783
confidence,P3b,evoked,-2.317050939219581,False,-0.0258661612349774
confidence,PE_alpha,sleep,23.12997211535159,True,0.0678545332572004
confidence,PE_beta,sleep,27.94829598717004,True,0.0438161050433864
confidence,PE_gamma,sleep,27.43079925812733,True,0.0499031941390815
confidence,PE_theta,sleep,13.675825808224959,True,-0.0406680902973554
confidence,kolmogorov_complexity,sleep,-2.9719717166480746,False,0.0486474942007134
confidence,psd_relative_alpha,sleep,-13.874848338108183,False,-0.0474314779455729
confidence,psd_relative_beta,sleep,5.29989448760245,False,0.0444439442742283
confidence,psd_relative_delta,sleep,-40.902914335621375,True,-0.0462983290777916
confidence,psd_relative_gamma,sleep,33.78738848601122,True,0.0430410227209805
confidence,psd_relative_theta,sleep,-4.786784065078139,False,0.0343592009892843
confidence,slowwaves_Density,sleep,-90.27484136661243,True,-0.1315885405269953
confidence,slowwaves_Duration,sleep,0.0,False,-0.0313714652226704
confidence,slowwaves_Frequency,sleep,2.4650374438938805,False,0.0278215501946085
confidence,slowwaves_PTP,sleep,0.0,False,-0.0373499977308169
confidence,slowwaves_Slope,sleep,0.0,False,-0.0257255707113112
confidence,wsmi_alpha,sleep,2.892030948868081,False,0.0352004895719603
confidence,wsmi_beta,sleep,-2.4136083599148983,False,0.0263442955748866
confidence,wsmi_gamma,sleep,-2.5702359242981396,False,0.0241330893182441
confidence,wsmi_theta,sleep,11.427941975704798,True,0.0822470869869548
