dimension,marker,family,cluster_stat,cbpt_significant,y_value
time,slowwaves_Slope,sleep,-10.65962016943556,False,0.0370074666555496
time,wsmi_alpha,sleep,0.0,False,0.04533363527999
time,wsmi_beta,sleep,2.386841617365601,False,0.0435327973640171
time,wsmi_gamma,sleep,3.1454015573400547,False,0.0441066549918349
time,wsmi_theta,sleep,-3.001053796316145,False,0.0466331234422338
confidence,N1,evoked,5.102260890964555,False,0.0528452828934421
confidence,P1,evoked,0.0,False,0.0436916226891347
confidence,P3a,evoked,-2.507107142851181,False,0.0307257164010015
confidence,P3b,evoked,-2.317050939219581,False,0.0489688796687011
confidence,PE_alpha,sleep,23.12997211535159,True,0.0392003459153798
confidence,PE_beta,sleep,27.94829598717004,True,0.0469705068816049
confidence,PE_gamma,sleep,27.43079925812733,True,0.0462090484247841
confidence,PE_theta,sleep,13.675825808224959,True,0.0382066880441909
confidence,kolmogorov_complexity,sleep,-2.9719717166480746,False,0.0446608484507658
confidence,psd_relative_alpha,sleep,-13.874848338108183,False,0.0369116631768189
confidence,psd_relative_beta,sleep,5.29989448760245,False,0.0416116564251681
confidence,psd_relative_delta,sleep,-40.902914335621375,True,0.046696047830526
confidence,psd_relative_gamma,sleep,33.78738848601122,True,0.053784744036311
confidence,psd_relative_theta,sleep,-4.786784065078139,False,0.0577264432641649
confidence,slowwaves_Density,sleep,-90.27484136661243,True,0.041561327288251
confidence,slowwaves_Duration,sleep,0.0,False,0.0392978239872278
confidence,slowwaves_Frequency,sleep,2.4650374438938805,False,0.0402757567908538
confidence,slowwaves_PTP,sleep,0.0,False,0.0384446563775689
confidence,slowwaves_Slope,sleep,0.0,False,0.0427625095541577
confidence,wsmi_alpha,sleep,2.892030948868081,False,0.041689508290559
confidence,wsmi_beta,sleep,-2.4136083599148983,False,0.0435643525165846
confidence,wsmi_gamma,sleep,-2.5702359242981396,False,0.0457148387728395
confidence,wsmi_theta,sleep,11.427941975704798,True,0.0384797323199628
