cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,positive,8,"C5,F3,F5,F7,FC3,FC5,FT7,T7",27.43079925812733,0.004399120175964807
1,positive,1,CP2,2.3138468735440645,0.1879624075184963
2,positive,5,"CP6,P6,P8,T8,TP8",16.867004736286404,0.013397320535892822
