true_auc,true_balanced_accuracy,true_auprc,true_precision,true_recall,true_f1,perm_auc_mean,perm_auc_std,p_value_auc,perm_bacc_mean,perm_bacc_std,p_value_bacc,perm_auprc_mean,perm_auprc_std,p_value_auprc,n_perms
0.811111111111111,0.7166666666666667,0.7412942746824327,0.5333333333333333,0.6666666666666666,0.5925925925925926,0.4767055555555556,0.1396124763385519,0.007984031936127744,0.4942166666666667,0.1051798605035943,0.02594810379241517,0.33708574997517127,0.10597742368609471,0.003992015968063872,500
