perm_idx,auc,balanced_accuracy,auprc
169,0.6388888888888888,0.5833333333333333,0.46971192206486323
170,0.20277777777777778,0.31666666666666665,0.19726075954386824
171,0.4111111111111111,0.45833333333333337,0.2644525201994242
172,0.4055555555555555,0.43333333333333335,0.28207321601929447
173,0.5111111111111111,0.475,0.30682338859970437
174,0.5361111111111111,0.575,0.3956131995508931
175,0.32222222222222224,0.39166666666666666,0.2248205111624229
176,0.3944444444444445,0.4083333333333333,0.25211238834131333
177,0.3277777777777778,0.35,0.2250193781662926
178,0.5972222222222223,0.5166666666666666,0.41817274934921994
179,0.39444444444444443,0.4916666666666667,0.2467675433577436
180,0.3222222222222223,0.35833333333333334,0.2248008393741623
181,0.4083333333333333,0.44999999999999996,0.2574700661657183
182,0.5222222222222223,0.5833333333333333,0.35600995728683904
183,0.46111111111111114,0.4666666666666667,0.30160712568629133
184,0.55,0.5833333333333333,0.392588383915553
185,0.5833333333333333,0.575,0.4051780563407151
186,0.29166666666666663,0.3416666666666667,0.2154679199678602
187,0.3861111111111112,0.4083333333333333,0.2529407461329078
188,0.26111111111111107,0.3416666666666667,0.20837607410852282
189,0.42777777777777776,0.5083333333333333,0.321763453013453
190,0.6805555555555557,0.6166666666666667,0.5791592795462764
191,0.5805555555555556,0.5833333333333333,0.4358179738785561
192,0.65,0.575,0.3738552025316731
193,0.5361111111111111,0.5083333333333333,0.3814530218477587
194,0.5944444444444444,0.55,0.3587754535626053
195,0.6361111111111111,0.6666666666666666,0.365494700421171
196,0.5055555555555555,0.4916666666666667,0.3223566373566374
197,0.6083333333333334,0.6,0.3874054096594142
198,0.6277777777777778,0.5833333333333333,0.3754782383652353
199,0.6666666666666666,0.6833333333333333,0.3984230275896942
200,0.5666666666666667,0.5416666666666666,0.4558354005158612
201,0.6583333333333332,0.6666666666666666,0.529404673916869
202,0.4583333333333333,0.5333333333333333,0.3189663556147894
203,0.5694444444444444,0.5583333333333333,0.3391344798191974
204,0.5277777777777778,0.4666666666666667,0.3049019118136765
205,0.4527777777777777,0.5416666666666666,0.2873018705804872
206,0.23611111111111108,0.31666666666666665,0.2022119375837486
207,0.36944444444444446,0.5,0.33255019826711
208,0.47222222222222227,0.5083333333333333,0.2902716360066632
209,0.6638888888888889,0.6,0.5092419353536821
210,0.39722222222222225,0.5083333333333333,0.2632357834258839
211,0.41111111111111115,0.4833333333333333,0.2758074764148933
212,0.38888888888888884,0.4083333333333333,0.266220639120326
213,0.7611111111111111,0.7416666666666667,0.49665842986276426
214,0.24722222222222223,0.30833333333333335,0.21889933072255807
215,0.46944444444444444,0.4833333333333333,0.3404897729726584
216,0.5333333333333333,0.625,0.402801167619716
217,0.7833333333333334,0.775,0.607447274947275
218,0.375,0.4666666666666667,0.2661923734759589
219,0.7861111111111111,0.7333333333333334,0.712828046900609
220,0.3055555555555556,0.43333333333333335,0.2400080547256137
221,0.5055555555555555,0.5166666666666666,0.2861803666176731
222,0.5305555555555557,0.5583333333333333,0.44000736191912665
223,0.4472222222222222,0.55,0.2812315601780532
224,0.5777777777777777,0.575,0.3490743189680485
225,0.4722222222222222,0.5083333333333333,0.3040451673684148
226,0.7416666666666667,0.6,0.5566047715897631
227,0.2861111111111111,0.4,0.21725780916470794
228,0.3277777777777778,0.2916666666666667,0.22602469182370022
229,0.8277777777777778,0.7916666666666667,0.6308161637776242
230,0.6055555555555555,0.5583333333333333,0.3927969905911083
231,0.7333333333333334,0.5833333333333333,0.4447804906938033
232,0.5166666666666666,0.4833333333333333,0.29970105542903025
233,0.35833333333333334,0.41666666666666663,0.3250696337001366
234,0.5833333333333334,0.5083333333333333,0.45605004644478325
235,0.5194444444444445,0.4833333333333333,0.33141508662341995
236,0.39166666666666666,0.39166666666666666,0.28569207232570404
237,0.36944444444444446,0.41666666666666663,0.23576568112542
238,0.5305555555555556,0.525,0.3448957472516465
239,0.3638888888888889,0.43333333333333335,0.2396017618126136
240,0.5777777777777778,0.4916666666666667,0.38145613224003283
241,0.7222222222222222,0.7250000000000001,0.6857239687138605
242,0.49166666666666664,0.5166666666666666,0.2977168814226249
243,0.6027777777777777,0.625,0.3956204906204906
244,0.28888888888888886,0.4083333333333333,0.21945104419996816
245,0.42500000000000004,0.44166666666666665,0.27858726854001925
246,0.6888888888888889,0.625,0.4545182675617458
247,0.5666666666666667,0.5416666666666666,0.3377799694331952
248,0.5805555555555556,0.6,0.37099151457704094
249,0.125,0.16666666666666666,0.18517393995683334
250,0.4527777777777778,0.525,0.2841589091589092
251,0.5194444444444445,0.5833333333333333,0.32240442243277995
252,0.5083333333333333,0.4916666666666667,0.30069142652328107
253,0.47777777777777775,0.425,0.3058793463779274
254,0.638888888888889,0.575,0.3955945334885141
255,0.4388888888888889,0.43333333333333335,0.25925351419916637
256,0.6388888888888888,0.6166666666666667,0.4807997557997558
257,0.6361111111111111,0.5416666666666666,0.5402516838000708
258,0.29444444444444445,0.44166666666666665,0.22714013203611483
259,0.5277777777777778,0.5833333333333333,0.3193831253613862
260,0.5083333333333333,0.525,0.34253930252537834
261,0.20555555555555557,0.2833333333333333,0.202203842421916
262,0.4583333333333333,0.525,0.2844500467157248
263,0.6055555555555555,0.5833333333333333,0.3999701938560634
264,0.6,0.5833333333333333,0.4052946386693851
265,0.2611111111111111,0.26666666666666666,0.20843582115149556
266,0.35,0.4,0.26426113221451536
267,0.39166666666666666,0.44999999999999996,0.2795310495013381
268,0.28055555555555556,0.35833333333333334,0.21502720503800957
269,0.3888888888888889,0.4083333333333333,0.3324392109112259
270,0.6444444444444444,0.5666666666666667,0.3803121592656972
271,0.2916666666666667,0.35833333333333334,0.2159632570333127
272,0.6083333333333334,0.5916666666666667,0.3354777620708993
