,condition,group,condition_x_group,age,bdi,rrs_tot,mwq,fne,self_esteem,ctq_tot,a_rsq,sris
onoff,0.3921072825584334,0.051247862069577835,0.8449464936157787,0.6057093804155479,0.5810294915708655,0.7759479506580038,0.32250225401206484,0.935415581975747,0.5810294915708655,0.8974332990579863,0.7754343046378052,0.5867888645868969
valence,0.4793558310973164,0.26055842799904544,0.22524550593008957,0.8567726691920241,0.7720388911869946,0.1684591867572901,0.23361956413431312,0.015580030237193324,0.1275425649444849,0.743496486063681,0.5810294915708655,0.7347559408067346
time,0.8567726691920241,0.4793558310973164,0.7754343046378052,0.48834009294738784,0.9963711173277344,0.743496486063681,0.5810294915708655,0.8581790308129436,0.8581790308129436,0.6378081488302817,0.7754343046378052,0.8567726691920241
selfother,0.8567726691920241,0.7347559408067346,0.743496486063681,0.7002711034144183,0.8567726691920241,0.22524550593008957,0.5810294915708655,0.09310441565001774,0.5810294915708655,0.5810294915708655,0.26161437469935395,0.5810294915708655
confidence,0.08649192870344377,0.5810294915708655,0.2139778596073481,0.48834009294738784,0.8567726691920241,0.3921072825584334,0.6509817275145052,0.5810294915708655,0.8581790308129436,0.9963711173277344,0.8567726691920241,0.23361956413431312
PC1,0.5810294915708655,0.48834009294738784,0.9963711173277344,0.743496486063681,0.8567726691920241,0.09310441565001774,0.2786561421400145,0.08649192870344377,0.5229199381073971,0.9729285869536366,0.6848889368350872,0.3921072825584334
PC2,0.7754343046378052,0.5810294915708655,0.5810294915708655,0.5810294915708655,0.8524755602066462,0.39321879532035253,0.7754343046378052,0.08649192870344377,0.5810294915708655,0.5810294915708655,0.17297189827056453,0.743496486063681
PC3,0.3921072825584334,0.5810294915708655,0.49686198526088016,0.26055842799904544,0.743496486063681,0.8524755602066462,0.9963711173277344,0.9963711173277344,0.779105443690929,0.8449464936157787,0.5810294915708655,0.5810294915708655
