,condition,group,condition_x_group,age,bdi,rrs_tot,mwq,fne,self_esteem,ctq_tot,a_rsq,sris
onoff,0.03393649201700429,0.12235470461928986,0.06969117503613695,0.06400948082717556,0.0693795575510374,0.0641778886499387,0.0695181251515129,0.06357235456757154,0.06342343629116678,0.0584259365932931,0.05565129634111531,0.05990722585168305
valence,0.05852355208036403,0.242784080777107,0.11775748060927478,0.1281229748801994,0.13866608270213424,0.11459101970794458,0.13234977085024738,0.10322904745847458,0.11471947835144773,0.11442417405354463,0.10803033100977939,0.11820771208921343
time,0.07615547194825352,0.11776487734811061,0.15590303384720067,0.059903562206043225,0.0678933233659438,0.06159855872573811,0.06761221013349532,0.06741576042316497,0.06281120728328549,0.05762895418000326,0.05001583875987165,0.06517792726060344
selfother,0.06102405445836731,0.20694677082488303,0.1254967758474755,0.10856924383698441,0.11961980630475459,0.10078757411764681,0.12161158676345847,0.09682637051652045,0.10841770376031958,0.09757632524914645,0.08732408809634871,0.10089748375111648
confidence,0.08969812126662008,0.29261901311558774,0.18330871575082286,0.14687524491296197,0.16803560160316114,0.14488879195153379,0.1703484145104657,0.1502491171703253,0.15396786984036726,0.14049720214388378,0.13233361616024786,0.13801423747696548
PC1,0.061918346669720084,0.26678156165753375,0.126971293813437,0.13978290519751174,0.15316834468240748,0.12404915298309287,0.14827887034613083,0.12102049265410887,0.13578642015404851,0.12694850509224073,0.12093609641753034,0.12564212552647752
PC2,0.07279620159175167,0.20312176715560773,0.1495797251118335,0.105767656782208,0.11750355193675519,0.10149072125941001,0.1206973056672864,0.09454518243977492,0.1069516934613514,0.09562227963585496,0.0810510209136488,0.10250420860493586
PC3,0.08051567194378635,0.18385092644268924,0.16440130374249798,0.0885164163667869,0.10506123397830969,0.095945256580858,0.10900499059496456,0.09972523073341084,0.09694955098515674,0.08894482432529409,0.07892003106678148,0.09365700116377275
