feature,true_rank,true_mean,true_std,perm_mean_same_feature,perm_std_same_feature,perm_mean_same_rank,perm_std_same_rank
wsmi_theta_mean_central_left_trimmean,1,0.009239323681133234,0.0010453314003693117,0.001927132897168625,0.0012561929642551208,0.0079339474321415,0.0020719413332521246
slowwaves_Density_mean_frontal_mid_trimmean,2,0.008521046612916727,0.0011987350972085063,0.001601664512235629,0.000890511985606778,0.006316129206882682,0.0012073228957884918
slowwaves_Density_mean_posterior_mid_trimmean,3,0.00830270289193684,0.0009199486304823189,0.0015815359061363199,0.000979696563848252,0.005544514814611613,0.0008634361620657454
slowwaves_Density_mean_frontal_right_trimmean,4,0.0076731181526016705,0.0010029383979264978,0.0015945209700454195,0.0009108048441428889,0.005081664519944309,0.0007214262078759006
slowwaves_Density_mean_frontal_left_trimmean,5,0.006794222192975304,0.0008243781320475596,0.0015944772614264685,0.0009083417924225503,0.004699738792487114,0.0005830407001375492
slowwaves_Density_mean_posterior_left_trimmean,6,0.0067633803407940495,0.0011486888951637154,0.0016551011388093759,0.0011340297635687637,0.0044311031381918334,0.0005302681135544373
PE_alpha_mean_posterior_right_trimmean,7,0.006183403215489947,0.0009478151390460995,0.0018260457967447569,0.0012844592708143995,0.004200295283869063,0.0004896911223775468
slowwaves_Density_mean_posterior_right_trimmean,8,0.006115182134320595,0.0009424251034564364,0.0016740811325251898,0.0010187043177452143,0.004003937817535091,0.0004386855528808274
psd_relative_alpha_mean_frontal_left_trimmean,9,0.00594294827247103,0.0007769628266477164,0.0015092697958353275,0.0007028403132183804,0.0038290917343030122,0.0004000514807790054
PE_alpha_mean_central_right_trimmean,10,0.005774201131818841,0.000982615596125151,0.0016713526242311209,0.000825842723256167,0.0036905125397520707,0.00037629566196491654
wsmi_theta_mean_posterior_right_trimmean,11,0.005639510644598017,0.0009104411379478142,0.0018206156359340951,0.0011409986759949974,0.003566993369804228,0.0003589323506066792
PE_gamma_mean_posterior_mid_trimmean,12,0.005138397685768878,0.0009920451165063501,0.0015232806497200429,0.0008401042486161517,0.0034495767733296687,0.000336044061290276
psd_relative_beta_mean_posterior_right_trimmean,13,0.00502552137447756,0.0009862381035521941,0.0017653129204790387,0.0010369840082915269,0.0033422089867934934,0.0003106352162263923
kolmogorov_complexity_mean_central_right_trimmean,14,0.004863369107125901,0.0008411873604516223,0.0018337402300744792,0.001260357492140851,0.003249946663048879,0.00029470061845734665
PE_theta_mean_central_mid_trimmean,15,0.004596129836538499,0.0007417945516664606,0.0017223812438496612,0.0010084999109581428,0.0031658864052251864,0.00027952071682560393
slowwaves_Density_mean_central_mid_trimmean,16,0.004406850261624109,0.0006690409435899918,0.0016596148209797868,0.0010174758229222192,0.0030917943571362578,0.00025817218973390207
wsmi_theta_mean_frontal_mid_trimmean,17,0.0038065682234356825,0.0005814290359062274,0.0019271867353731751,0.0012534167203534425,0.0030172742499565653,0.0002467777202298168
psd_relative_delta_mean_posterior_right_trimmean,18,0.0037658352732751234,0.000534930048478238,0.0017622890638738702,0.0011276730950112936,0.002948412307753813,0.00023225731998839847
PE_beta_mean_central_right_trimmean,19,0.0036627213459533787,0.0006535378791486589,0.0016034323227904943,0.0007800535086209093,0.0028813862077088767,0.0002175838959828409
psd_relative_gamma_mean_central_mid_trimmean,20,0.003627494685910889,0.0008401687244288543,0.001744948821408082,0.0009331669672890619,0.0028225756953467345,0.00020985446051691213
